case_id,pool,case_dir,valid_geometry,invalid_reason,n_fin,h_ch_mm,h_fin_mm,d_in_mm,u_in_m_per_s,q_w_kw_m2,mesh_nx,mesh_ny,effective_inlet_width_mm,inlet_width_saturated,case_json_sha256,stl_sha256,status
ood_fresh_0054,ood_fresh,openfoam_cases/ood_fresh_0054,true,,3,11.679768,4.151211,5.665805,0.550449,16.022118,240,47,5.665805,false,068ae468e77272f1e3eb6850c7d18b6d4c28590faf0a82b13e64feebc92949dc,256c0296b4f01c18801698f6e414ef7facd83f47dbe93fe453bd2344b4507d63,generated_not_solved
ood_fresh_0066,ood_fresh,openfoam_cases/ood_fresh_0066,true,,3,12.039806,2.92414,2.950746,1.21842,21.01321,240,48,2.950746,false,3d13b17fd67895ef16af162912d3bc748345924a1c087654eb246f4fbcb87d2b,1cf1adf6bcba8c9ad01e6e9295899cf1443755e2efb43041dfa8e924c9c95d86,generated_not_solved
ood_fresh_0048,ood_fresh,openfoam_cases/ood_fresh_0048,true,,3,12.198743,4.743581,3.649266,0.894715,48.887061,240,49,3.649266,false,42e118c61c613e629bacc893a725343be65682d2cca542c947f759db80df16aa,1dd96ac94aae6b80481aca1eea6b0f3104f2b6932336909a978d6a0821f1a84a,generated_not_solved
ood_fresh_0026,ood_fresh,openfoam_cases/ood_fresh_0026,true,,12,11.728788,2.674015,5.551712,0.939623,28.308689,240,47,5.551712,false,4f9a6eab94b14d56b58352dfdf797adb5c84e7c448ad51c27b8d120d3a38a00c,3b4c0006607b5a47605fda511236b324ead9d3fb5d29607bf09e0eebdc38a2dc,generated_not_solved
ood_fresh_0086,ood_fresh,openfoam_cases/ood_fresh_0086,true,,12,11.743218,5.952822,2.643005,0.686532,8.083417,240,47,2.643005,false,f3080d2d4dd5c8ad91d6e8b0ddbeca21e594ab282b310b5c5e41a670639289b1,5cf0b5e86071ffbb5b9701ba9598279be0d10be55f4bdc8c92df5830448b4ed9,generated_not_solved
ood_fresh_0001,ood_fresh,openfoam_cases/ood_fresh_0001,true,,10,8.344883,2.885824,7.099898,1.299104,32.213429,240,33,7.099898,false,b59a1dec2d6ffba6345ce720da7ed6952435934a2e5c71d7ef68dd381eefc4e8,3c8df7fd5721176b96880a2a18dff7fadee534215f450f2263c356bf4a6f52d6,generated_not_solved
ood_fresh_0027,ood_fresh,openfoam_cases/ood_fresh_0027,true,,3,8.597681,4.594382,7.497288,0.263433,28.854721,240,34,7.497288,false,964c1f7c281027e2e2bea7c42004dad37c2df57557b63095e83d4a5297bfddfa,9b526cdbd69cf4f1a24ddb79dd7c2c9166c51bd6db5ca6aaa6394297b1627700,generated_not_solved
ood_fresh_0071,ood_fresh,openfoam_cases/ood_fresh_0071,true,,12,4.999576,2.780619,7.034665,1.252925,43.042807,240,20,4.999576,true,71affcb2b49ce05111d817a95f7713a6c775d0f7d2310fd883585a3bf593e638,8589527e8611eb6e8c56cbc17af7af94c0f0464feb96ef7b982be05fc1bc2b29,generated_not_solved
ood_fresh_0005,ood_fresh,openfoam_cases/ood_fresh_0005,true,,12,8.606858,5.217134,7.346235,0.361431,34.606242,240,34,7.346235,false,14a848073671b128abcf05a3a56c2b66e3bfc70a325960e4fc7609095a50b9e8,3db863b9d9cd05eb352514b6f05b420eca663ccb65968e7de73c8438f14d9451,generated_not_solved
ood_fresh_0081,ood_fresh,openfoam_cases/ood_fresh_0081,true,,3,6.911766,3.08067,0.508836,1.283136,26.921546,240,28,0.508836,false,1757863d603e47bb10ef3ce06827c7023f6ced2815f06460650b9a2f9f3842d8,09d886672136c2df10d8145f87d048ed95aeb632485aebf4a07eec6418b98a2e,generated_not_solved
ood_fresh_0031,ood_fresh,openfoam_cases/ood_fresh_0031,true,,10,4.321332,3.05765,0.946493,1.010442,31.806078,240,17,0.946493,false,67f03dd5369eb6959252d3de38aed58642973c574bd384ed01afd745a679efd5,c37c9aa8fb8e435001ce6ac4a15d02eb912281cd6d93c5e3d6343e46fc2baefd,generated_not_solved
ood_fresh_0060,ood_fresh,openfoam_cases/ood_fresh_0060,true,,3,12.003979,5.269529,4.272559,1.375159,31.277393,240,48,4.272559,false,64c456dc67527aea0483d70e94cd2576f00cf601d4d54d5cc52c47e21017f4b1,3d65df1f32940ec691a59a00155fa790a853726d6cfb75427259d3b4c73f9c7b,generated_not_solved
ood_fresh_0084,ood_fresh,openfoam_cases/ood_fresh_0084,true,,3,11.940069,2.063991,3.262105,0.969926,45.282501,240,48,3.262105,false,20b8f45a62f85872c3432f86ad557dbaa9ceffc5879292ca22a939547bab4998,26eb0380ca111b257ef50805fd19a4a169f820dc4b1d412c85ba13ca774f8097,generated_not_solved
ood_fresh_0028,ood_fresh,openfoam_cases/ood_fresh_0028,true,,10,12.177201,2.281582,4.890742,1.137672,43.941772,240,49,4.890742,false,0fb20ab8c0128d356d2848ba2ffa3700a5848e64e3a437f7a07a3a60c9a15be5,075ba8d8d88529428589e118318da392c9e9077451ed8ff2a2a91a286915ada3,generated_not_solved
ood_fresh_0088,ood_fresh,openfoam_cases/ood_fresh_0088,true,,10,12.007025,5.052101,4.683608,0.634324,30.071099,240,48,4.683608,false,c154cad6f51b57a0f3fb3c9bb805741592fc58954ede9536218268ef6d8e58fe,9117db24f80dd4fdd7c3d35346391cce583b0919724e25111d5faae45f73a255,generated_not_solved
ood_fresh_0056,ood_fresh,openfoam_cases/ood_fresh_0056,true,,12,11.846152,5.00177,5.984543,0.43741,12.180319,240,47,5.984543,false,fb9de02170c382e3ca3f318771cab140057449b744a7c48b6416c0ebc82b58c6,6336c0259763f03c5a7dbe803242bec2a8c1fca6dc932424f48460a8db9d4a4a,generated_not_solved
ood_fresh_0061,ood_fresh,openfoam_cases/ood_fresh_0061,true,,10,5.975663,4.456985,7.374903,0.871439,26.458238,240,24,5.975663,true,020ee5112f4db57e846a445f3ef2a1d5cae98fba81337ae97e489ac63a30392a,93d48e7fab151b2e661525fb1c63672c2ecbd71ad8fb13d45dfe926648bc8f22,generated_not_solved
ood_fresh_0029,ood_fresh,openfoam_cases/ood_fresh_0029,true,,12,8.257556,3.415732,7.248933,0.231907,40.098188,240,33,7.248933,false,62d39247e7a17d323d4b909b524a69e21e3880e03d8add0c07dade92f85d3ae2,19aba804828aa4e656569e53f26e7cd4fce5ce0a37147fb40db89c18e7673640,generated_not_solved
ood_fresh_0021,ood_fresh,openfoam_cases/ood_fresh_0021,true,,3,9.220555,5.443167,0.911026,0.758252,32.572318,240,37,0.911026,false,de2302c7854b0fb612f3bfd2f45d21a388258b16c8fe81cfbf3d4fe2d070fd42,3439cdde0c9353630f60661bc6bfe94c1de429cfa5a9ac97250c11813ddec682,generated_not_solved
ood_fresh_0013,ood_fresh,openfoam_cases/ood_fresh_0013,true,,10,5.07297,2.329275,0.818832,0.295023,20.768385,240,20,0.818832,false,ea3074028ebc589a8a35ac9893ea72996902c0f46a06e5a82876d663697b7dfb,d8f174025d1597f39c97cc8ef2fa6d4bfcbd170b93018d5086662efb0ca0edd2,generated_not_solved
ood_fresh_0000,ood_fresh,openfoam_cases/ood_fresh_0000,true,,3,11.895816,4.1834,4.325445,0.956919,23.971437,240,48,4.325445,false,9857ca80955be5704891cb13da6e6238819bc9ccf4d7634da5b06ae23739d6f8,90612cdb692f1b477cc0306ef97f0c1eff916e212ca3c582820bcb644a954c7e,generated_not_solved
ood_fresh_0072,ood_fresh,openfoam_cases/ood_fresh_0072,true,,3,11.808554,5.795372,2.430692,0.544069,21.579684,240,47,2.430692,false,1e067d523e44de4f2d611f80b4ae1c2b7e789647e17ff40cd97cc2e816e83672,0b35ca6ba7bdbd4631834b2341bbc53a2e297fa977a8ad97c69a971d1726086c,generated_not_solved
ood_fresh_0046,ood_fresh,openfoam_cases/ood_fresh_0046,true,,10,11.668316,3.768512,3.736531,1.236081,42.230046,240,47,3.736531,false,03f4c13727a23e1aa1c10cfeffa1138e52f384af9300c692fb80b40d05c4869e,4612ba8b916c24c1008eabf2556ce8ed7aff2129866dea6b41dc8f7638628da5,generated_not_solved
ood_fresh_0038,ood_fresh,openfoam_cases/ood_fresh_0038,true,,12,11.739144,5.151559,3.507309,0.429962,16.911523,240,47,3.507309,false,42f970b044e21f80527dd6283303c36d176374a0c11078a6159df2270e418db6,c0152480058417114314ac6fbc2e0fc0c9a9b69e7583a5b2a1c6d4707fb61ffd,generated_not_solved
ood_fresh_0008,ood_fresh,openfoam_cases/ood_fresh_0008,true,,12,11.857382,5.66389,4.779731,0.789714,40.885765,240,47,4.779731,false,5c43fece441de6608b55f4411edb56d4362daa0b6bdac4ccc38255a6b979ef28,3ba37fb7fc56bf7e87506a8f571492ee08e7425fa3b8ee6788946331cbe6988b,generated_not_solved
ood_fresh_0073,ood_fresh,openfoam_cases/ood_fresh_0073,true,,10,4.100405,2.09575,7.110898,0.530766,11.909245,240,16,4.100405,true,75ee0caa6f6ed4b166fe60c0bce8b21902fbf92f13711fb389b12da48d8c7a50,f641af984ddbe351902bcfd6bf99e307f731d28ee7a6d8b204f704e6e13e309e,generated_not_solved
ood_fresh_0017,ood_fresh,openfoam_cases/ood_fresh_0017,true,,12,8.711315,5.587756,7.037673,0.200172,37.491194,240,35,7.037673,false,4cb17e7f11c4c30875253f049ab6dbab942be3f7641efb10e1b57ef40661a97a,126bc2776bbe9f130fe0915fa6e1813065eca4f2bfe900df18503f801c636509,generated_not_solved
ood_fresh_0057,ood_fresh,openfoam_cases/ood_fresh_0057,true,,3,8.08031,4.004325,0.525035,0.220422,6.995344,240,32,0.525035,false,b5de0de217455836ea981f985b6dff65aec388610e352aa3ea5504ef0258fd5e,1b5409aac4394c61e461279b9f4f1467095fa3514d6e35fa371acb8856565eb4,generated_not_solved
ood_fresh_0012,ood_fresh,openfoam_cases/ood_fresh_0012,true,,3,12.226775,4.858898,3.847744,0.825198,18.692051,240,49,3.847744,false,7d06a3fc4f0f9e51414d8ba5e00671f216295c964311e0caf7b4d40a6d05bbd0,eaadcaf95ccfc669b4da395f6c0359da5e483a99f278c64355264d56d626f54c,generated_not_solved
ood_fresh_0034,ood_fresh,openfoam_cases/ood_fresh_0034,true,,10,11.764735,4.351708,5.71525,0.893184,30.963079,240,47,5.71525,false,ba3a033b8e65f34a5cf7256452501be378f2a36cab89112f05fd501b738d72a7,45e972b4f2bdafe296a6159cf7daba2238e72c113147b520420e2a833840356d,generated_not_solved
ood_fresh_0064,ood_fresh,openfoam_cases/ood_fresh_0064,true,,10,11.953392,4.276023,3.364499,1.19428,41.165015,240,48,3.364499,false,767d62dae0359482a54618ef9f0a9a9f9169a0dbf7d5b17ce50af9f3b8a7f099,f5e582be78f03693a82b8ce2b411f919de0c349c75cb1be6f7ed9e33a750cd0c,generated_not_solved
ood_fresh_0058,ood_fresh,openfoam_cases/ood_fresh_0058,true,,10,12.017145,5.304532,3.511238,0.743466,38.157501,240,48,3.511238,false,3f7ec5af2d8b6a7c0260f2de9330db5089ae3748d3ae9981af83136019d7926a,c40f91a30b0fe488375d88c86912b3766e27e99288756c90736b51c9fabedf13,generated_not_solved
ood_fresh_0062,ood_fresh,openfoam_cases/ood_fresh_0062,true,,12,11.791531,4.081213,4.181526,0.613308,36.631119,240,47,4.181526,false,c7f49a97c996e519d28ed3c36cc8dcf86c7e80ce12be3bec2254d823fbd87173,a3f27b6b95c9a82468a8caccea502c62a6a613d938e9efb77bbab6a490e65b0b,generated_not_solved
ood_fresh_0043,ood_fresh,openfoam_cases/ood_fresh_0043,true,,10,4.386158,2.213391,7.127806,0.283326,8.88206,240,18,4.386158,true,64a8d35eeca180f5b79e9290f9d73d91117fd32220643a15eccf0bdafa454655,e956177547bd7866ea40bfbf6f52f10b1c90d03baeb969df8dbe082322521c08,generated_not_solved
ood_fresh_0055,ood_fresh,openfoam_cases/ood_fresh_0055,true,,10,4.220892,2.557299,0.978246,0.700894,35.395174,240,17,0.978246,false,67a148d9ea5268f8e5ce0ef1b2f78c99dd04bdb49466a1deffd31c72af04fd13,9ef2c119e0ce58a98e19b0299d03d206ff64ea75d260a0cce43b3e0e3648f904,generated_not_solved
ood_fresh_0078,ood_fresh,openfoam_cases/ood_fresh_0078,true,,3,11.548125,5.53416,3.105989,0.995462,24.545814,240,46,3.105989,false,75ea16c704690859662ac27dde35292f9459fc6dd2f855d805a6773e82272c32,c1b98238436c84dd4d829a2be52a17c26f2ee0acd0ffd666810827478527fcef,generated_not_solved
ood_fresh_0010,ood_fresh,openfoam_cases/ood_fresh_0010,true,,10,11.586132,5.741089,3.043506,1.113498,25.960781,240,46,3.043506,false,78f046dbb19dec53e437da99c13d85110e05ebf78ba3a6b6501c2d3f406ec1ac,fb2b5d40c5273760963c4275e8850e02f5a20c27d6e4e502bacd1e69cdcb6a6a,generated_not_solved
ood_fresh_0004,ood_fresh,openfoam_cases/ood_fresh_0004,true,,10,11.724142,3.999421,3.2407,0.71773,37.52356,240,47,3.2407,false,79d6e05b63ea123549776a7b76354586ea92072f86dab911007394aac66003c3,77f07a69702afc168d188b191aa77ae708b8e9c2f9dce25f462f63bcf184b31a,generated_not_solved
ood_fresh_0080,ood_fresh,openfoam_cases/ood_fresh_0080,true,,12,11.60907,3.453507,3.571991,0.772466,38.723763,240,46,3.571991,false,95583add915338003f0ad856bf7a03ab4b80ba3cc260f59ad987dd5efdfccf4d,2b8f6b629454bfb5b126ddae0cb7504846dc0e0ab10c36fce696e078f4535228,generated_not_solved
ood_fresh_0020,ood_fresh,openfoam_cases/ood_fresh_0020,true,,12,11.641767,2.46001,4.595956,0.599462,44.383138,240,47,4.595956,false,60ecacd7cbcbc3ee4946a9bdb6760c546e61da29b13cfeda7fff1f1c430e6078,de7092ac8276168d472977dda1690e162b72f6b86c18e7d783440e800409d89f,generated_not_solved
ood_fresh_0025,ood_fresh,openfoam_cases/ood_fresh_0025,true,,10,5.625611,2.544068,7.298783,0.347423,27.092765,240,23,5.625611,true,d691b41bc4adab44a234df182c1c68f391a44e9ddeeec65e61abd815b8e480b1,66abccd7a34d25a80252848c3587c2a105661434fe453192dbc4efc9b50923ba,generated_not_solved
ood_fresh_0079,ood_fresh,openfoam_cases/ood_fresh_0079,true,,10,5.29432,3.248202,0.717764,0.458733,24.424346,240,21,0.717764,false,10ddd5db8735d32dfaaf56f5b18900913c92e63907a37cbd9ecd1edc143c8385,00f73ba5049b34ab2668b34b7449a1b388e577712308d499c733b3b4d4f0af50,generated_not_solved
ood_fresh_0036,ood_fresh,openfoam_cases/ood_fresh_0036,true,,3,11.637682,4.368874,4.879401,0.914328,47.268956,240,47,4.879401,false,b138357045478da237a7a1d6080a40def973a7ff10d3fe5e35847d83f4d5d1d5,81402f8a6e442126de4989651b5d5d7331594cfe9bec1f58ba8c2aa452cee942,generated_not_solved
