case_id,pool,case_dir,valid_geometry,invalid_reason,n_fin,h_ch_mm,h_fin_mm,d_in_mm,u_in_m_per_s,q_w_kw_m2,mesh_nx,mesh_ny,effective_inlet_width_mm,inlet_width_saturated,case_json_sha256,stl_sha256,status
id_train_0346,id_train,openfoam_cases/id_train_0346,true,,5,7.892738,4.253039,4.69647,1.39168,12.150276,240,32,4.69647,false,42eeb0d92df7f7ecca4ed722041c28faa179adbdf881c938dc8f0fe1f05fdce5,3f68e3bf16fabf2064e82e50907fbae97759affb46c485f13295b20d0a34df56,generated_not_solved
id_train_0012,id_train,openfoam_cases/id_train_0012,true,,6,9.720805,3.630114,5.183104,1.27871,16.763676,240,39,5.183104,false,7031074fc89840128738fa33bd3d03382c8d170fab3c5bc371cc1cb6e1be8636,5a1d6a134d5b972f38a0c390bc4211e754aae1bd3772eebe8c992a0d096731a4,generated_not_solved
id_train_0313,id_train,openfoam_cases/id_train_0313,true,,7,8.195683,2.547587,2.969453,1.310962,9.768935,240,33,2.969453,false,75659fe67917bbac30f6bdcca4080a7677278dbaf7d982bede44b741731f7075,f372f9bf5f083d18b1c81c584ce98c0db3d8d040927b2dc6072300d417db9e47,generated_not_solved
id_train_0149,id_train,openfoam_cases/id_train_0149,true,,8,6.038978,3.074435,4.173738,1.40002,13.969004,240,24,4.173738,false,da495f1f5fc628bb090409992f53ac1f49172d407d46c9acb76e7868384d3783,b743d3f5f0f8fc8391cb0129155806e61e75de459d148bdc44b1902b3ca633db,generated_not_solved
id_train_0320,id_train,openfoam_cases/id_train_0320,true,,4,7.581593,4.782093,3.889398,1.404283,15.755873,240,30,3.889398,false,7f3eedafa2e91266081c983d03c870aba5bbf4a899f6ac42b74975068cdf82e9,bbd71fcfae40b2a5d6598daab32db23dc071eb52a7945b95bb61db01e1f38808,generated_not_solved
id_train_0141,id_train,openfoam_cases/id_train_0141,true,,5,8.931955,2.566306,3.35358,1.493789,9.895794,240,36,3.35358,false,e62a7131b5ee56d24e46ff55bb53728ba69a6204a138cefbceaa01f6bb54e013,c8849c727d99746da82ecf188d741dc1c36d2d771dce69c2bacfb48e5c84250c,generated_not_solved
id_train_0137,id_train,openfoam_cases/id_train_0137,true,,6,6.89489,4.252853,4.847321,0.970092,13.192052,240,28,4.847321,false,0e3b9083547509ef43d69dc7c76094093f83715a6c6048cf9f0ec96e84ff6e34,6b3db9bc6eee61a59fdfd47202f7fc5af7c4cbbb72d02a82374e19d0dfb42384,generated_not_solved
id_train_0048,id_train,openfoam_cases/id_train_0048,true,,7,7.808935,3.898963,4.692583,1.232435,17.216108,240,31,4.692583,false,df64f2003891be123ba9f6076de65d59244ce2092f2ba34f4e3aa25fd9993455,44b547dc6bca96d05611f83513d861d72fa2f52248a14d333ab0a396e8cf20ef,generated_not_solved
id_train_0399,id_train,openfoam_cases/id_train_0399,true,,8,7.353513,3.848007,5.670918,1.162922,17.335779,240,29,5.670918,false,04abbb716dec01d4bf29e558a14968714eb466703fd84148d7f0b11707f87161,0febd4303025d09e19d622bb4da83aea254998706e85649dd42decd8984fd3ff,generated_not_solved
id_train_0115,id_train,openfoam_cases/id_train_0115,true,,4,6.747272,2.484128,5.263559,1.122635,19.932249,240,27,5.263559,false,bdc06702a7025053945b8cb7454513784f1ad4ec1f4f323f98cfb367b221499b,f39c2a7f74501693f0c4e047824f78b6c8813e205f56b4e4a67005b4e756b63a,generated_not_solved
id_train_0251,id_train,openfoam_cases/id_train_0251,true,,5,7.977507,3.472116,3.038395,0.87649,5.316779,240,32,3.038395,false,cfc0bfcf47365eef8c69b6dd686b8d38f9a593e7026b90a85f486e65800f7654,29ed6cbaae8a69cdc984c1057a9d4c799f1d20168862f13e15c2dac630ef3943,generated_not_solved
id_train_0267,id_train,openfoam_cases/id_train_0267,true,,6,4.772447,2.594192,5.007982,1.182047,16.094822,240,19,4.772447,true,ce9f879f43c81b6b558767f06c637c7665641048c2cb15a865f50871afa2db83,2b087bb7d550e7a83da1cb4030b3e2045685aaa1bee0fcbc5bd1e76e4233d196,generated_not_solved
id_train_0243,id_train,openfoam_cases/id_train_0243,true,,7,4.619705,3.3285,5.597369,0.445182,6.699152,240,18,4.619705,true,02ea4e0f964afad168b1b43a1e0720a55f891c46e1b2896768dab59e9517dae3,400dbe0bd3df1c497e0005c28c2bf40ecf6081d4a4a14bbc5e65d764f23618ba,generated_not_solved
id_train_0019,id_train,openfoam_cases/id_train_0019,true,,8,5.462021,2.380907,4.139067,0.898047,9.983084,240,22,4.139067,false,927471ad489c466dd426028d6eec7ecfe17706eeef29f43c13b4d8f8721b29eb,ab9e701c5db26a70453093d33cbd8914b40e22e71eb67013679bdea249606092,generated_not_solved
id_train_0120,id_train,openfoam_cases/id_train_0120,true,,4,8.607472,5.763632,5.056708,1.173887,20.133131,240,34,5.056708,false,3c5aa57c75945f5ff028b4eb6c0af98c5b8f8f24b85281b6ae66e459f6b89fca,b28ff1baba399f492616d12cc8ddcf8a0671faa86d51a1e4c761dfc192cc6005,generated_not_solved
id_train_0181,id_train,openfoam_cases/id_train_0181,true,,5,9.263783,5.26022,4.073279,0.878217,7.210732,240,37,4.073279,false,601d1fb7116a64e0d1ee9e3b3dca8f4e84d1776378b9373d6e12f2110352afcf,f249d9ac7149a0aca41525f999e4f703c4823ad2e305b45d6621030ccbfccd32,generated_not_solved
id_train_0007,id_train,openfoam_cases/id_train_0007,true,,6,6.929168,4.228095,5.192984,0.833136,12.367973,240,28,5.192984,false,880c92078a4af5493a3dc395c2145e7b0af3ddbb6eabf9c9eb3cdfb581fa80d8,b1553992408bda067fb4e768e4c6358e844f8891fc61d396546eba3f05cf5a04,generated_not_solved
id_train_0148,id_train,openfoam_cases/id_train_0148,true,,7,8.371404,4.236655,4.785973,1.429122,23.224122,240,33,4.785973,false,58df8967f75504fcb20a9434e193fe967d68ac6a8dd9d649a95de6f7cb0773de,b4ebcad0b99e25d6813e18420115b71dce955fe7f5535faa370cfd447822adc9,generated_not_solved
id_train_0089,id_train,openfoam_cases/id_train_0089,true,,8,4.586098,2.480446,3.870537,1.422591,15.120463,240,18,3.870537,false,56c49e4a4f62a4d68f2827762e05683f7cebdad96110bc2c85d62c5450e64027,21c1632d98a9ee78aadaac41e1f45039070690b60e3a41d89dfba453ef27549a,generated_not_solved
id_train_0085,id_train,openfoam_cases/id_train_0085,true,,4,6.785576,2.745452,5.316087,1.083197,20.173406,240,27,5.316087,false,069337cfb6b074d1d92c4de0338d409f42397e6e0df875a1deab6fef9a7382b0,f25ddde935c2f55cc0c45f9842365bbd4623578f05c0b0f76c9d755543af77d1,generated_not_solved
id_train_0226,id_train,openfoam_cases/id_train_0226,true,,5,8.327618,2.900841,5.218053,0.708052,9.158022,240,33,5.218053,false,08647d8851cc1138fa518bdb03d0b5b6d60a03751aed0ec9a9adec6ead3ce95d,6849bd13afdadc474e48b7ee65b43f3481dc2c49dc493ccb3b38016e511e49ae,generated_not_solved
id_train_0247,id_train,openfoam_cases/id_train_0247,true,,6,4.205117,2.381855,5.982907,1.048258,12.761644,240,17,4.205117,true,e9ea3fb8b9bbf453b46e772d065e0681330d2fdb9daf0e087428297162960b66,cbe2da54176bd3c65c77d85de3517af7647b125eabcc4a54e537ea03e9ac85a8,generated_not_solved
id_train_0273,id_train,openfoam_cases/id_train_0273,true,,7,9.891836,4.934888,3.459271,1.263526,16.661649,240,40,3.459271,false,34574c69bd0d79d371605a86c60a16a8dc38f3c2e53256feabac739fd4897866,eef1d084868b175e170e3f3903fea37e3814d138559237a7e20a8186e38ab7c0,generated_not_solved
id_train_0169,id_train,openfoam_cases/id_train_0169,true,,8,5.385486,2.195218,5.333383,1.257668,19.182881,240,22,5.333383,false,cdf8dfa088c24654f6dffb11f2fcd586a86603a20af744177f6e05ac62004980,a84e9e9b8ba814b08ca13c919740b65249b850e6a01700df1a6f1f779e46554a,generated_not_solved
id_train_0300,id_train,openfoam_cases/id_train_0300,true,,4,6.558467,2.305443,4.365085,1.499488,24.157782,240,26,4.365085,false,3f1b306a22df0bf8a9e31d0ee2674eb8a8991c7faeb392bbb399854a2fc6fa88,819bef370534a797e0ba29c12a649e48b013f4687c493e71788b1620f811abdc,generated_not_solved
id_train_0221,id_train,openfoam_cases/id_train_0221,true,,5,5.799171,3.851722,2.662872,1.002973,7.134229,240,23,2.662872,false,a9195459029dc1ec26dfc814161a6b811e2b450e571b89fc84a4053d901a1328,325d11e26bb4c54ef46253e7e125eaa478f10474793c8fcb0761da749c6618aa,generated_not_solved
id_train_0347,id_train,openfoam_cases/id_train_0347,true,,6,5.332827,2.068733,3.473443,1.448307,15.278437,240,21,3.473443,false,12eed370c6d994d70a316aba52e3bfc159552386d901900586b5a93b412a0693,39a51bb65aa5d4abd1006cb8a2a52fa77d385abdd859f2458f196c41fe25d8ed,generated_not_solved
id_train_0288,id_train,openfoam_cases/id_train_0288,true,,7,5.501025,2.030477,3.494627,1.487416,20.445851,240,22,3.494627,false,1db465aa3527fe3ea353d76d68e2077fffe3c078d5bdf28fcde494db37354124,f23c926f0a8b17d48edbdf6770d1ad280139038c1c8d04f6df3f0263e81babcd,generated_not_solved
id_train_0259,id_train,openfoam_cases/id_train_0259,true,,8,7.919254,5.874138,4.922195,0.988499,14.895632,240,32,4.922195,false,d75598a9bf963564c3ada8bcab082430e33e15c43d573133e1ae0f996d7be8c2,c09b1346d0bff50b5fc200785d8626f502e704b280fbbb154f63dc3b6278adaf,generated_not_solved
id_train_0270,id_train,openfoam_cases/id_train_0270,true,,4,8.658738,3.742465,5.310036,0.600869,12.500095,240,35,5.310036,false,1707e9394a9e58989b71277e79dc3d32da421e317a84b7d8165b9fe9582327dc,e471d343e7995fa186f2b74b623a355022df85b716e8f658d8eb64f88b500efe,generated_not_solved
id_train_0231,id_train,openfoam_cases/id_train_0231,true,,5,5.425801,3.45643,3.122294,0.635914,5.694961,240,22,3.122294,false,1ef6af7bdda53412eddc29c7363f6f32abb8c2dd5a9da3156141f045c1128124,39c6854913e9fbe9d0372276aa7cb539545f6b6e868168c91c3cb43e58da0f70,generated_not_solved
id_train_0117,id_train,openfoam_cases/id_train_0117,true,,6,4.514453,2.80227,4.641877,0.993463,13.753361,240,18,4.514453,true,904c6e15f8ab16490f68a22bb941012ea5ffaf6ff25a27060686fa5d64e292ab,a31a6069c181c57e661a48aa1b4641a2f883465e05bb0eb7999b592b627e2bfe,generated_not_solved
id_train_0303,id_train,openfoam_cases/id_train_0303,true,,7,8.67718,3.800281,3.11189,1.143938,14.052953,240,35,3.11189,false,9ac05b27ef30f877ce86bbfe9489e23bdcb08882a7c8253ffced02fa98f56326,6f13ff5a11af571b0591b882cfdfe7a3aafdd808b317ed52622fab3ca0a40159,generated_not_solved
id_train_0349,id_train,openfoam_cases/id_train_0349,true,,8,6.81894,4.585926,5.340806,1.369129,23.547552,240,27,5.340806,false,53c22bf7691d96a86d27472d3b791c65291f6583dcf128a0d854626bbf911b25,041a909359203b6f6db9ba90b647f5a02aef896a9e80d24c2af80c149d568e17,generated_not_solved
id_train_0265,id_train,openfoam_cases/id_train_0265,true,,4,5.554802,3.417455,2.709042,1.482826,16.425349,240,22,2.709042,false,70a683551da03f3560978bdc47fc4573775cddb58d0e0925b4b29bb4d06e067e,cc46e197d830b2ca5980e2ca796d0c5ac41f685f5ba027b352ef9d07a1ab2711,generated_not_solved
id_train_0271,id_train,openfoam_cases/id_train_0271,true,,5,8.445413,5.476392,4.318798,1.303732,17.047005,240,34,4.318798,false,e44e8c0d832a30d19ef45264aac69b2644586cd0a921fbc89f443e818faad576,78c42e518b255cb545bcd32ebaf87fe7b252a4b7842d259b982b1bd9eae32601,generated_not_solved
id_train_0232,id_train,openfoam_cases/id_train_0232,true,,6,9.979721,4.53457,5.244585,0.953132,15.516835,240,40,5.244585,false,d36ee3f52338825882c77b94aa5bb98cd40dd7f1b9c8d717dc5734753312abd2,beb1fb405837453384916089660224eed42e563d3bc3d48bb3c2f2e6d57df8fb,generated_not_solved
id_train_0378,id_train,openfoam_cases/id_train_0378,true,,7,4.624602,2.225535,3.931227,1.301223,20.76667,240,18,3.931227,false,6b507b3cbf257aca51da7a7b298efecede9db2e1a5c31da5339514c18e4beedb,b4384dffb8c524b5cd901c0a0abc2cf6909e81124cdeddbae3df2c4be6dcd632,generated_not_solved
id_train_0194,id_train,openfoam_cases/id_train_0194,true,,8,5.066348,2.592513,3.544159,0.556054,6.422859,240,20,3.544159,false,d8d5760cb3e8dec803dc8ea79ef042fcdc18e901ff6f190d7e8618d9f0991827,4df51c968a2a59b252f129aae38813338084b65bc4aa4ba6d6f07f41f5f9bf8d,generated_not_solved
id_train_0035,id_train,openfoam_cases/id_train_0035,true,,4,5.612528,3.467904,5.384386,1.29164,28.653352,240,22,5.384386,false,8dd02ea9d9076ceb684a839f4f05469085b0f85668d3c9a2a58da8b6d6c7e5ea,c1500fadd317fa04735456f46582f92af47e6e3495a6107ae3c507701fde929e,generated_not_solved
id_train_0356,id_train,openfoam_cases/id_train_0356,true,,5,9.60093,4.596257,5.763037,1.244685,24.251951,240,38,5.763037,false,077d942355ab8fd855649ba97114efaada99123cb1e44808fcf8b2f64e93c2e2,d2a17bd027e7e0434d59b3567f973570ee29a761bb253a8917d0705586614890,generated_not_solved
id_train_0372,id_train,openfoam_cases/id_train_0372,true,,6,8.418019,2.018018,4.214248,0.88912,12.427699,240,34,4.214248,false,00b1deff348aa6b8db8e51c9a2a166dc2fc0f77d69197db4cc79ede807e181ce,2a3c2e796c2e1504361992cd2ac89905890a4e8c1ae087214270b572632e0d08,generated_not_solved
id_train_0083,id_train,openfoam_cases/id_train_0083,true,,7,8.770371,5.593193,2.28964,0.658605,6.151116,240,35,2.28964,false,5a3bb01a61dc287d85a7f5aed5b747fd5f0567572b716eb26d021e6246e7d07a,599e3b0be70f95e60c46fdc456dcff6bc9736740c40888c4040887636cba8461,generated_not_solved
id_train_0339,id_train,openfoam_cases/id_train_0339,true,,8,6.360905,2.136246,2.378755,1.019939,8.141482,240,25,2.378755,false,b54ae1348aa05e0ab4cf76a8ec1a335d1c49ebd0b78cf5d59c2b01509beafa9c,1e0381d814b460115581e58dcb3cc727b87102ffd53df0f2abc94214ffefe7d6,generated_not_solved
id_train_0215,id_train,openfoam_cases/id_train_0215,true,,4,8.178394,3.812298,3.46037,0.760057,11.94119,240,33,3.46037,false,9aa495535c6d16d5abaec775628230291cb005a0130120a956aaec33134df990,53db3b7f66f5d744e0ba759b963bcbb1adb459f2139735154f0095f7f7a8c51d,generated_not_solved
id_train_0121,id_train,openfoam_cases/id_train_0121,true,,5,6.195233,3.224013,2.699512,1.360157,13.891029,240,25,2.699512,false,1ed8a9c291d601b9fa82464e7b04ab3d457bf70649410b4977475dfa5e9b6cf2,5d992acb91f57ce574e877a6e2188e29f2a27dab3b842efc330da97a2c06b4fa,generated_not_solved
id_train_0022,id_train,openfoam_cases/id_train_0022,true,,6,8.305675,2.307341,5.255335,1.373748,24.664619,240,33,5.255335,false,44c7b107753e7a89a41f41b144fbb6ef2d02e10c4cd7d97f7e9e3dd5f1a52a80,9ac7f1a7317cf1d68da721d9c3db76785210d1051c1a87793a3aeb9192960da1,generated_not_solved
id_train_0343,id_train,openfoam_cases/id_train_0343,true,,7,5.182668,2.069904,5.685896,1.139661,24.530851,240,21,5.182668,true,cde4a66bec29d696fcded45d5ba4ba21cf35c65b9346583195ea5550b3317f50,fc86fe1e53899fb02d68b31f66df819ec62c63cac40388984588381407157e63,generated_not_solved
id_train_0379,id_train,openfoam_cases/id_train_0379,true,,8,6.434098,3.920036,3.615448,0.688858,8.417794,240,26,3.615448,false,5333a7cebffb2ad86b1cb3f2f80d3163cf3f8b82395784206d03c1811403a4da,6ccb3a5dcaebf082efbd40092167189c99e9939fcd2deeb5c59f9f38bb37992a,generated_not_solved
id_train_0395,id_train,openfoam_cases/id_train_0395,true,,4,8.855559,2.725676,5.118164,1.358568,32.434252,240,35,5.118164,false,2899c5969fb0872eec1bc24e33107bb9ee69605e4df8595a8a420f3ace062349,4cabc128912ce8d43ae77512daa92ed4bfae18898b85f70fe1b95501023af55f,generated_not_solved
id_train_0191,id_train,openfoam_cases/id_train_0191,true,,5,8.450545,3.083192,3.032567,1.320402,15.65683,240,34,3.032567,false,82fd6044e8a502e6214fcf0290b7f71701506f16be2b16860b7623a727a6dcac,07b31a669d3bf90309f7b85fe7d388443ba60f6387950bf679a47fd5ce3c688e,generated_not_solved
id_train_0087,id_train,openfoam_cases/id_train_0087,true,,6,9.847896,2.538881,5.251004,1.004057,19.031835,240,39,5.251004,false,c12c77b5fe8c04298d9ac6b14eff593622d3e8179d9aba616def07b40353aa10,62324c1076dcf6d3bbb11b77e6546fc2b497b7f6f3d82fff2b9d9be1bd4be934,generated_not_solved
id_train_0038,id_train,openfoam_cases/id_train_0038,true,,7,6.337912,2.11331,5.715425,1.379345,32.811199,240,25,5.715425,false,8c0d34cacff07a42c081ca1dcffabd3c301259c09cf6d6ab5bef5ac985721f4b,37e7486e57f7e366c0dfce38bac04ed01189b04344e59d50fb225a38e00a51b7,generated_not_solved
id_train_0119,id_train,openfoam_cases/id_train_0119,true,,8,9.831922,2.569763,5.958748,0.855817,18.025148,240,39,5.958748,false,9f677a79edb1d35d686e008be33c2b17fd8a103ef84cb6584b43fce82787e771,bd099d2535222125a6b95c40bb026e9950721d7c376d6fe32a8d6e4d429aa46b,generated_not_solved
id_train_0380,id_train,openfoam_cases/id_train_0380,true,,4,6.487953,3.066833,3.275511,1.125195,18.650002,240,26,3.275511,false,1ee83244e37286ba6fe46d56ea1445d4f4b938c20f388becc1c5ac972331c800,02effe312e295c3c6bd4fce806c43a1b9830e8cdb8ff4d97281a07fbd43622b3,generated_not_solved
id_train_0236,id_train,openfoam_cases/id_train_0236,true,,5,9.410765,5.080332,5.646823,1.349711,30.121934,240,38,5.646823,false,641ceeb4fafb622b4af647fc7b3181a109a99587d27049643a33758ae1cdd373,c49b54cf88dfca745259cd5df829e658c6c003eb0eb199af92e5e289c8198ef6,generated_not_solved
id_train_0107,id_train,openfoam_cases/id_train_0107,true,,6,5.739261,3.884775,5.901971,0.522889,11.776004,240,23,5.739261,true,bcd9b246274d3b50f5c6a7667059d03de9c20b9f6e16f35f1fbb481f68993f93,040f4e3ff70c6c767584259714bfd4d12559f2058bcca30927cabe624c54a0a1,generated_not_solved
id_train_0073,id_train,openfoam_cases/id_train_0073,true,,7,7.562949,4.972847,5.911559,1.093404,29.513979,240,30,5.911559,false,2317ad0295778d9b7caa2d14cddd7f500010a066d86f9eb3bc6f883ef11fb06d,d6fa86e066f73945fc8031b18355709a07814428fe4faaf1ebb4dc4205d6e59c,generated_not_solved
id_train_0164,id_train,openfoam_cases/id_train_0164,true,,8,6.227011,4.026106,5.782469,0.569795,11.722515,240,25,5.782469,false,2c4a97e297f1e7d7a5c1a16d0b535382f34b72935dd5e4321da3f731d0f66f2b,b6d1f5d5c98348f8baf90eae4c2261a1ef6c97fe8c411002a6e2fe07abe26ebe,generated_not_solved
