case_id,pool,h_ch,n_fin,h_fin,d_in,u_in,q_w,geometry_family,solver_status,backfill_round,replacement_for,candidate_index_for_replacement,target_ood_axis,target_distance_bin,target_nearest_id_train_distance,nearest_id_train_distance,temperature_risk_proxy,generation_note
id_train_pbf01_0036,id_train,6.950472,5,4.461315,4.601775,0.434553,18.447579,uniform_fins,pending,1,id_train_0256,0,,,,,5.76568967,ID physical-acquisition backfill sampled inside configured ID envelope with original n_fin stratum preserved
id_train_pbf01_0006,id_train,4.192988,6,2.804666,5.279282,1.287576,7.907538,uniform_fins,pending,1,id_train_0282,0,,,,,1.09851517,ID physical-acquisition backfill sampled inside configured ID envelope with original n_fin stratum preserved
id_train_pbf01_0007,id_train,5.501499,6,3.771747,4.24735,0.929093,5.919911,uniform_fins,pending,1,id_train_0282,1,,,,,1.12512093,ID physical-acquisition backfill sampled inside configured ID envelope with original n_fin stratum preserved
id_train_pbf01_0008,id_train,8.191258,6,5.577119,3.922009,0.440951,29.318153,uniform_fins,pending,1,id_train_0282,2,,,,,12.71449023,ID physical-acquisition backfill sampled inside configured ID envelope with original n_fin stratum preserved
id_train_pbf01_0003,id_train,9.414518,6,3.625642,3.73925,1.483382,13.506018,uniform_fins,pending,1,id_train_0327,0,,,,,1.82621153,ID physical-acquisition backfill sampled inside configured ID envelope with original n_fin stratum preserved
id_train_pbf01_0005,id_train,9.00902,6,3.304935,3.016411,0.615007,9.4983,uniform_fins,pending,1,id_train_0327,2,,,,,3.84004728,ID physical-acquisition backfill sampled inside configured ID envelope with original n_fin stratum preserved
id_train_pbf01_0004,id_train,5.781444,6,3.29702,3.279211,1.055809,34.77813,uniform_fins,pending,1,id_train_0327,1,,,,,7.53377712,ID physical-acquisition backfill sampled inside configured ID envelope with original n_fin stratum preserved
id_train_pbf01_0031,id_train,7.849625,8,3.455761,2.965334,1.04555,14.166682,uniform_fins,pending,1,id_train_0349,1,,,,,4.56930052,ID physical-acquisition backfill sampled inside configured ID envelope with original n_fin stratum preserved
id_train_pbf01_0030,id_train,5.063257,8,3.556524,5.362931,0.52612,37.82941,uniform_fins,pending,1,id_train_0349,0,,,,,14.20086454,ID physical-acquisition backfill sampled inside configured ID envelope with original n_fin stratum preserved
id_train_pbf01_0032,id_train,7.585725,8,3.218061,2.94496,0.666485,40.582317,uniform_fins,pending,1,id_train_0349,2,,,,,20.67602550,ID physical-acquisition backfill sampled inside configured ID envelope with original n_fin stratum preserved
id_train_pbf01_0001,id_train,4.540967,5,2.443958,2.977114,0.89893,45.108244,uniform_fins,pending,1,id_train_0381,1,,,,,10.53451629,ID physical-acquisition backfill sampled inside configured ID envelope with original n_fin stratum preserved
id_train_pbf01_0000,id_train,6.690583,5,3.108352,3.692413,0.436681,37.13086,uniform_fins,pending,1,id_train_0381,0,,,,,14.39263985,ID physical-acquisition backfill sampled inside configured ID envelope with original n_fin stratum preserved
id_train_pbf01_0002,id_train,4.68768,5,2.906504,4.463233,0.201918,42.142041,uniform_fins,pending,1,id_train_0381,2,,,,,29.22610816,ID physical-acquisition backfill sampled inside configured ID envelope with original n_fin stratum preserved
ood_test_pbf01_0003,ood_test,12.261691,10,5.391041,5.827969,0.452617,14.751775,uniform_fins,pending,1,ood_test_0106,3,h_ch_high,4,0.89490043,0.92134948,6.99046713,"OOD physical-acquisition backfill matched to dropped case n_fin, OOD axis, and distance quintile"
ood_test_pbf01_0001,ood_test,11.568692,10,2.700866,2.380194,0.559603,48.415296,uniform_fins,pending,1,ood_test_0106,1,h_ch_high,4,0.89490043,0.86825099,45.43601291,"OOD physical-acquisition backfill matched to dropped case n_fin, OOD axis, and distance quintile"
ood_test_pbf01_0000,ood_test,11.929008,10,3.979136,2.837661,0.426955,49.93467,uniform_fins,pending,1,ood_test_0106,0,h_ch_high,4,0.89490043,0.85937624,51.51925590,"OOD physical-acquisition backfill matched to dropped case n_fin, OOD axis, and distance quintile"
ood_test_pbf01_0002,ood_test,12.093453,10,2.236057,2.045374,0.237277,27.270214,uniform_fins,pending,1,ood_test_0106,2,h_ch_high,4,0.89490043,0.85986164,70.23768439,"OOD physical-acquisition backfill matched to dropped case n_fin, OOD axis, and distance quintile"
ood_test_pbf01_0004,ood_test,7.9507,12,4.485708,0.516247,1.171222,11.198677,uniform_fins,pending,1,ood_test_0107,0,d_in_low,4,1.08219856,1.11795879,27.78185340,"OOD physical-acquisition backfill matched to dropped case n_fin, OOD axis, and distance quintile"
ood_test_pbf01_0007,ood_test,7.211683,12,2.365857,0.898744,1.385794,28.817212,uniform_fins,pending,1,ood_test_0107,3,d_in_low,4,1.08219856,1.12614551,34.70631785,"OOD physical-acquisition backfill matched to dropped case n_fin, OOD axis, and distance quintile"
ood_test_pbf01_0006,ood_test,4.714835,12,3.474793,0.72739,0.592071,11.556872,uniform_fins,pending,1,ood_test_0107,2,d_in_low,4,1.08219856,1.09583235,40.25227643,"OOD physical-acquisition backfill matched to dropped case n_fin, OOD axis, and distance quintile"
ood_test_pbf01_0005,ood_test,5.351192,12,3.788466,0.690693,0.361622,17.285133,uniform_fins,pending,1,ood_test_0107,1,d_in_low,4,1.08219856,1.08967844,103.80638955,"OOD physical-acquisition backfill matched to dropped case n_fin, OOD axis, and distance quintile"
