case_id,pool,h_ch,n_fin,h_fin,d_in,u_in,q_w,geometry_family,solver_status,backfill_round,replacement_for,candidate_index_for_replacement,target_ood_axis,target_distance_bin,target_nearest_id_train_distance,nearest_id_train_distance,temperature_risk_proxy,generation_note
ood_test_pbf03_0044,ood_test,7.267565,12,2.54061,0.793793,0.852843,44.890715,uniform_fins,pending,3,ood_test_0053,0,d_in_low,5,1.18797237,1.16851279,99.46526128,"OOD physical-acquisition backfill matched to dropped case n_fin, OOD axis, and distance quintile"
ood_test_pbf03_0026,ood_test,12.169742,3,5.856707,2.647989,0.371451,20.521379,uniform_fins,pending,3,ood_test_0054,0,h_ch_high,3,0.71442329,0.71963881,7.82384252,"OOD physical-acquisition backfill matched to dropped case n_fin, OOD axis, and distance quintile"
ood_test_pbf03_0027,ood_test,12.138264,3,5.699157,3.316812,0.248713,43.59724,uniform_fins,pending,3,ood_test_0054,1,h_ch_high,3,0.71442329,0.72082908,19.81850644,"OOD physical-acquisition backfill matched to dropped case n_fin, OOD axis, and distance quintile"
ood_test_pbf03_0024,ood_test,5.531023,3,2.495654,7.406289,1.341866,28.269873,uniform_fins,pending,3,ood_test_0063,0,d_in_high,1,0.63483079,0.61549570,1.42836931,"OOD physical-acquisition backfill matched to dropped case n_fin, OOD axis, and distance quintile"
ood_test_pbf03_0025,ood_test,4.585927,3,3.429921,7.028883,0.710573,41.017684,uniform_fins,pending,3,ood_test_0063,1,d_in_high,1,0.63483079,0.49276414,4.72026699,"OOD physical-acquisition backfill matched to dropped case n_fin, OOD axis, and distance quintile"
ood_test_pbf03_0056,ood_test,12.368472,12,3.301551,5.590693,1.357556,48.52611,uniform_fins,pending,3,ood_test_0068,0,h_ch_high,5,1.18939824,1.14704653,9.59054614,"OOD physical-acquisition backfill matched to dropped case n_fin, OOD axis, and distance quintile"
ood_test_pbf03_0057,ood_test,12.08701,12,5.684362,4.556069,0.681724,41.107488,uniform_fins,pending,3,ood_test_0068,1,h_ch_high,5,1.18939824,1.25844344,19.85241392,"OOD physical-acquisition backfill matched to dropped case n_fin, OOD axis, and distance quintile"
ood_test_pbf03_0012,ood_test,6.624975,3,2.282117,7.428182,0.610369,10.160826,uniform_fins,pending,3,ood_test_0069,0,d_in_high,3,0.75242237,0.73296508,0.94228780,"OOD physical-acquisition backfill matched to dropped case n_fin, OOD axis, and distance quintile"
ood_test_pbf03_0013,ood_test,4.819753,3,2.09969,7.363671,0.518376,9.380619,uniform_fins,pending,3,ood_test_0069,1,d_in_high,3,0.75242237,0.70831401,1.40796901,"OOD physical-acquisition backfill matched to dropped case n_fin, OOD axis, and distance quintile"
ood_test_pbf03_0094,ood_test,9.586271,12,4.126871,7.584423,1.43267,6.119357,uniform_fins,pending,3,ood_test_0077,0,d_in_high,5,1.15263213,1.21282210,0.84475026,"OOD physical-acquisition backfill matched to dropped case n_fin, OOD axis, and distance quintile"
ood_test_pbf03_0095,ood_test,7.005874,12,3.522463,7.248191,0.862635,47.354272,uniform_fins,pending,3,ood_test_0077,1,d_in_high,5,1.15263213,1.15180508,11.75333260,"OOD physical-acquisition backfill matched to dropped case n_fin, OOD axis, and distance quintile"
ood_test_pbf03_0001,ood_test,8.955535,10,5.43189,0.810413,1.291129,37.612097,uniform_fins,pending,3,ood_test_0079,1,d_in_low,4,0.87322320,0.85521354,44.93259752,"OOD physical-acquisition backfill matched to dropped case n_fin, OOD axis, and distance quintile"
ood_test_pbf03_0000,ood_test,9.315763,10,4.872967,0.973994,1.257734,47.183751,uniform_fins,pending,3,ood_test_0079,0,d_in_low,4,0.87322320,0.86015185,48.14568760,"OOD physical-acquisition backfill matched to dropped case n_fin, OOD axis, and distance quintile"
ood_test_pbf03_0091,ood_test,11.757463,12,4.744283,5.025978,0.333384,11.431825,uniform_fins,pending,3,ood_test_0080,1,h_ch_high,5,1.17946837,1.18786917,10.23390757,"OOD physical-acquisition backfill matched to dropped case n_fin, OOD axis, and distance quintile"
ood_test_pbf03_0090,ood_test,11.925484,12,3.578654,5.949975,0.308556,39.674373,uniform_fins,pending,3,ood_test_0080,0,h_ch_high,5,1.17946837,1.15925590,32.41546040,"OOD physical-acquisition backfill matched to dropped case n_fin, OOD axis, and distance quintile"
ood_test_pbf03_0010,ood_test,5.057144,3,3.160858,7.160206,0.761174,8.579314,uniform_fins,pending,3,ood_test_0081,0,d_in_high,2,0.67189539,0.66792941,0.83578499,"OOD physical-acquisition backfill matched to dropped case n_fin, OOD axis, and distance quintile"
ood_test_pbf03_0011,ood_test,9.325594,3,4.804674,7.408269,0.813343,36.631151,uniform_fins,pending,3,ood_test_0081,1,d_in_high,2,0.67189539,0.67981256,2.27977169,"OOD physical-acquisition backfill matched to dropped case n_fin, OOD axis, and distance quintile"
ood_test_pbf03_0082,ood_test,12.174689,10,2.739415,5.857477,1.401712,15.182777,uniform_fins,pending,3,ood_test_0082,0,h_ch_high,3,0.72618469,0.73765750,2.31148906,"OOD physical-acquisition backfill matched to dropped case n_fin, OOD axis, and distance quintile"
ood_test_pbf03_0083,ood_test,12.074839,10,3.537692,2.594369,1.461123,31.434809,uniform_fins,pending,3,ood_test_0082,1,h_ch_high,3,0.72618469,0.70844830,10.36578783,"OOD physical-acquisition backfill matched to dropped case n_fin, OOD axis, and distance quintile"
ood_test_pbf03_0007,ood_test,6.646357,12,4.889228,0.624636,1.187929,20.92933,uniform_fins,pending,3,ood_test_0089,1,d_in_low,5,1.16191167,1.14701463,42.30864237,"OOD physical-acquisition backfill matched to dropped case n_fin, OOD axis, and distance quintile"
ood_test_pbf03_0006,ood_test,6.733232,12,3.994559,0.433192,1.102446,15.908189,uniform_fins,pending,3,ood_test_0089,0,d_in_low,5,1.16191167,1.15113127,49.96596132,"OOD physical-acquisition backfill matched to dropped case n_fin, OOD axis, and distance quintile"
ood_test_pbf03_0039,ood_test,12.1291,12,4.523426,5.676209,1.042536,10.588664,uniform_fins,pending,3,ood_test_0092,1,h_ch_high,5,1.21232725,1.15967876,2.68400294,"OOD physical-acquisition backfill matched to dropped case n_fin, OOD axis, and distance quintile"
ood_test_pbf03_0038,ood_test,11.973552,12,3.895353,2.233377,0.205512,40.237353,uniform_fins,pending,3,ood_test_0092,0,h_ch_high,5,1.21232725,1.18628091,131.49869324,"OOD physical-acquisition backfill matched to dropped case n_fin, OOD axis, and distance quintile"
ood_test_pbf03_0009,ood_test,6.901055,3,4.373727,7.150466,0.481546,14.005069,uniform_fins,pending,3,ood_test_0093,1,d_in_high,1,0.61216728,0.62806530,1.58038629,"OOD physical-acquisition backfill matched to dropped case n_fin, OOD axis, and distance quintile"
ood_test_pbf03_0008,ood_test,6.525774,3,2.419961,7.543333,0.380696,43.499009,uniform_fins,pending,3,ood_test_0093,0,d_in_high,1,0.61216728,0.63539220,6.56599107,"OOD physical-acquisition backfill matched to dropped case n_fin, OOD axis, and distance quintile"
ood_test_pbf03_0085,ood_test,4.843094,12,3.395047,7.551759,0.900895,29.30137,uniform_fins,pending,3,ood_test_0095,1,d_in_high,5,1.15423005,1.16208770,10.07353989,"OOD physical-acquisition backfill matched to dropped case n_fin, OOD axis, and distance quintile"
ood_test_pbf03_0084,ood_test,4.895926,12,2.126229,7.586495,0.689398,26.715399,uniform_fins,pending,3,ood_test_0095,0,d_in_high,5,1.15423005,1.14891598,11.87266079,"OOD physical-acquisition backfill matched to dropped case n_fin, OOD axis, and distance quintile"
ood_test_pbf03_0093,ood_test,11.554849,3,3.865244,4.325492,0.844626,42.308117,uniform_fins,pending,3,ood_test_0096,1,h_ch_high,1,0.57929432,0.57920658,4.34265177,"OOD physical-acquisition backfill matched to dropped case n_fin, OOD axis, and distance quintile"
ood_test_pbf03_0092,ood_test,12.056107,3,3.749957,5.409169,0.269075,41.059748,uniform_fins,pending,3,ood_test_0096,0,h_ch_high,1,0.57929432,0.63115523,10.57897639,"OOD physical-acquisition backfill matched to dropped case n_fin, OOD axis, and distance quintile"
ood_test_pbf03_0100,ood_test,12.057702,12,4.340364,4.350961,0.753126,5.253252,uniform_fins,pending,3,ood_test_0098,0,h_ch_high,5,1.20257933,1.20143520,2.40473189,"OOD physical-acquisition backfill matched to dropped case n_fin, OOD axis, and distance quintile"
ood_test_pbf03_0101,ood_test,12.087868,12,2.635811,3.524388,0.273933,32.938791,uniform_fins,pending,3,ood_test_0098,1,h_ch_high,5,1.20257933,1.17443922,51.17653125,"OOD physical-acquisition backfill matched to dropped case n_fin, OOD axis, and distance quintile"
ood_test_pbf03_0003,ood_test,12.258564,10,5.197424,5.437223,0.671311,48.34706,uniform_fins,pending,3,ood_test_0100,1,h_ch_high,4,0.83853571,0.84378843,16.55690564,"OOD physical-acquisition backfill matched to dropped case n_fin, OOD axis, and distance quintile"
ood_test_pbf03_0002,ood_test,11.952199,10,3.00087,3.076488,0.230649,47.397169,uniform_fins,pending,3,ood_test_0100,0,h_ch_high,4,0.83853571,0.85542070,83.49406658,"OOD physical-acquisition backfill matched to dropped case n_fin, OOD axis, and distance quintile"
ood_test_pbf03_0048,ood_test,7.522292,10,4.150847,7.468007,1.119557,43.569549,uniform_fins,pending,3,ood_test_0103,0,d_in_high,3,0.79188872,0.81092832,6.51391596,"OOD physical-acquisition backfill matched to dropped case n_fin, OOD axis, and distance quintile"
ood_test_pbf03_0049,ood_test,8.239448,10,4.839992,7.106794,0.973655,42.483811,uniform_fins,pending,3,ood_test_0103,1,d_in_high,3,0.79188872,0.77967475,7.67458067,"OOD physical-acquisition backfill matched to dropped case n_fin, OOD axis, and distance quintile"
ood_test_pbf03_0102,ood_test,12.183652,12,3.97039,3.958485,0.308194,17.244397,uniform_fins,pending,3,ood_test_0104,0,h_ch_high,5,1.26020624,1.16040500,21.20245199,"OOD physical-acquisition backfill matched to dropped case n_fin, OOD axis, and distance quintile"
ood_test_pbf03_0103,ood_test,12.229276,12,2.04657,5.051557,0.527514,37.983852,uniform_fins,pending,3,ood_test_0104,1,h_ch_high,5,1.26020624,1.17525902,21.38114783,"OOD physical-acquisition backfill matched to dropped case n_fin, OOD axis, and distance quintile"
ood_test_pbf03_0032,ood_test,11.586144,10,5.753303,5.519752,0.633525,40.844476,uniform_fins,pending,3,ood_test_0106,0,h_ch_high,4,0.89490043,0.89712471,14.60024080,"OOD physical-acquisition backfill matched to dropped case n_fin, OOD axis, and distance quintile"
ood_test_pbf03_0033,ood_test,12.093127,10,2.450767,2.320665,0.812746,38.970959,uniform_fins,pending,3,ood_test_0106,1,h_ch_high,4,0.89490043,0.82958272,25.82758580,"OOD physical-acquisition backfill matched to dropped case n_fin, OOD axis, and distance quintile"
ood_test_pbf03_0034,ood_test,8.989036,12,4.685961,0.980721,0.974428,11.067044,uniform_fins,pending,3,ood_test_0107,0,d_in_low,4,1.08219856,1.07459359,17.37111382,"OOD physical-acquisition backfill matched to dropped case n_fin, OOD axis, and distance quintile"
ood_test_pbf03_0035,ood_test,7.106704,12,4.626404,0.49513,0.686597,49.585437,uniform_fins,pending,3,ood_test_0107,1,d_in_low,4,1.08219856,1.11590823,218.78838449,"OOD physical-acquisition backfill matched to dropped case n_fin, OOD axis, and distance quintile"
ood_test_pbf03_0081,ood_test,11.517565,12,2.523677,4.325371,1.141404,31.124917,uniform_fins,pending,3,ood_test_0110,1,h_ch_high,4,1.11285113,1.06887128,9.45663674,"OOD physical-acquisition backfill matched to dropped case n_fin, OOD axis, and distance quintile"
ood_test_pbf03_0080,ood_test,11.517556,12,4.503727,3.686385,0.774261,33.59496,uniform_fins,pending,3,ood_test_0110,0,h_ch_high,4,1.11285113,1.11173441,17.65538990,"OOD physical-acquisition backfill matched to dropped case n_fin, OOD axis, and distance quintile"
ood_test_pbf03_0069,ood_test,11.980476,3,3.364847,5.307548,0.722549,38.047864,uniform_fins,pending,3,ood_test_0114,1,h_ch_high,2,0.65157272,0.64688873,3.72049147,"OOD physical-acquisition backfill matched to dropped case n_fin, OOD axis, and distance quintile"
ood_test_pbf03_0068,ood_test,11.944572,3,3.281042,2.691249,0.206186,43.347529,uniform_fins,pending,3,ood_test_0114,0,h_ch_high,2,0.65157272,0.65833155,29.29426181,"OOD physical-acquisition backfill matched to dropped case n_fin, OOD axis, and distance quintile"
ood_test_pbf03_0099,ood_test,11.806822,12,4.076186,4.840205,0.435014,5.949956,uniform_fins,pending,3,ood_test_0116,1,h_ch_high,5,1.18036155,1.19272720,4.23875215,"OOD physical-acquisition backfill matched to dropped case n_fin, OOD axis, and distance quintile"
