case_id,pool,case_dir,valid_geometry,invalid_reason,n_fin,h_ch_mm,h_fin_mm,d_in_mm,u_in_m_per_s,q_w_kw_m2,mesh_nx,mesh_ny,effective_inlet_width_mm,inlet_width_saturated,case_json_sha256,stl_sha256,status
id_train_pbf01_0029,id_train,openfoam_cases/id_train_pbf01_0029,true,,6,4.791766,2.995552,2.420732,0.71592,33.362769,240,19,2.420732,false,e2d937d9676c58e2020720c3b4ff04991e2b8ef98e00d3cfdad3b66795286d0d,42cb95d435c86c73793d5eaf0f70d0204f73d651ae4269d06f05874abd977b8c,generated_not_solved
id_train_pbf01_0027,id_train,openfoam_cases/id_train_pbf01_0027,true,,6,5.549708,2.786114,4.061055,0.414962,34.637615,240,22,4.061055,false,c51e28c1fb392785e553d56c46e58826fd69a41045680e7f7b73813dccb67842,32da33d094fb2c3cf24402a82a30bf899d36bb6693ff7e0c4ab56f564a358ddc,generated_not_solved
id_train_pbf01_0023,id_train,openfoam_cases/id_train_pbf01_0023,true,,4,9.253905,5.438113,2.689663,0.862172,6.120134,240,37,2.689663,false,f9bca29933ba5ce7114d028d1121d1ccc2cbd5dbd0d028534f0a9cfb3ec8795a,6921a9df5af16d9556261a9aec956e3bbdbdd992fd3826623b375b2f53e99d3f,generated_not_solved
id_train_pbf01_0021,id_train,openfoam_cases/id_train_pbf01_0021,true,,4,9.007789,2.189204,3.405418,0.275048,18.168272,240,36,3.405418,false,933cb1bc65f1cd084ed3b1e6ec77fee27335ced37fad45f94c2d2c4c9fa84248,0bfa51bd338cb794b9b966412ed3bb1ca91dfa3e2416995c41ca46525e0476b2,generated_not_solved
id_train_pbf01_0022,id_train,openfoam_cases/id_train_pbf01_0022,true,,4,6.160728,4.50565,3.435994,0.32287,26.770428,240,25,3.435994,false,7ee6334d5ed64b9bd5b62297958a898bce1278637cd88dadf6f3f7bbf97faf49,ba88c0c9d095ba851e37f7af46e20856804c3ca2db902a72847d9af3d1a4ea7c,generated_not_solved
id_train_pbf01_0010,id_train,openfoam_cases/id_train_pbf01_0010,true,,4,5.041816,3.770371,3.124821,1.186859,32.650354,240,20,3.124821,false,368d801e24013be0e6fe125e2e9271132ae9d93390db3aee8a2bd5510781d429,d639f417b05c3b5093bb7b3d52a137c91bcda8df45a925aebfacc21cfb7bbd7f,generated_not_solved
id_train_pbf01_0009,id_train,openfoam_cases/id_train_pbf01_0009,true,,4,7.343838,4.805775,5.776393,0.868482,45.344358,240,29,5.776393,false,66c5b8f5a535d488fc35e7c809ba46c4fb2cb695e948c7ea292d97743cfb1f38,a467885a25de4d81c198c77e26d0e09419b34154688c03f97713b671a512e984,generated_not_solved
id_train_pbf01_0011,id_train,openfoam_cases/id_train_pbf01_0011,true,,4,5.825547,2.828217,2.22628,0.298983,43.460772,240,23,2.22628,false,0231bf795dce13f2d426761392f504e7a3d7490f504384879e580dcd411152da,4aab7f80e19b2b4f419c906da7df5865f48c197b7ac2a0fc003b7ecf48119b3e,generated_not_solved
id_train_pbf01_0013,id_train,openfoam_cases/id_train_pbf01_0013,true,,5,8.803531,2.910755,2.96552,1.107331,5.280824,240,35,2.96552,false,9d6c229c58119cfdb323abefe96bce24b3cce5dc94899f44a73eacabafc06bd2,98b781c84aa1843a7f5f1e17c1d33b8e423d36bf2f1b9d47744efc62a9219a9b,generated_not_solved
id_train_pbf01_0012,id_train,openfoam_cases/id_train_pbf01_0012,true,,5,6.766997,3.404349,2.683307,0.585224,8.860274,240,27,2.683307,false,d06f816ffbdc6c1f11dbb0942fed97250d99ab4346ccfae297e06f7a25d908a9,7105667102b25641039bf0c20e47fdf5a0dd8aea0d05d919e8c35a5600ab0295,generated_not_solved
id_train_pbf01_0014,id_train,openfoam_cases/id_train_pbf01_0014,true,,5,9.441472,4.153086,3.854348,0.916505,38.134196,240,38,3.854348,false,97601873a9f07c2c2c039196a2a5b2c22eb8d10af6f2ea2df3dfdb4adbc85d0b,5df8a5180ab7fd6e91b9590adf45b69f8b496f30cb16dd836d2968833a36d3f6,generated_not_solved
id_train_pbf01_0016,id_train,openfoam_cases/id_train_pbf01_0016,true,,4,9.129002,2.118775,5.610578,0.984796,13.946045,240,37,5.610578,false,bc15775d8603c37460d32762240f3d888f6fd9fe642fd538f0f924226ab29777,1438d817a169ea4f8233db030aa9df8086db19afb29f998816403dde666a89cc,generated_not_solved
id_train_pbf01_0015,id_train,openfoam_cases/id_train_pbf01_0015,true,,4,8.684232,2.392656,3.642373,1.19127,32.586148,240,35,3.642373,false,483222634a170eda0a00f6a5e8c6e296b8dc313897dac4bdb72a42aa94c6c8e7,d8d92eaf58218e62f9fc9325c5fc28b1e40b6be0c817868dfab81be9f2ae665a,generated_not_solved
id_train_pbf01_0017,id_train,openfoam_cases/id_train_pbf01_0017,true,,4,7.444019,4.117872,3.400948,0.343313,14.150228,240,30,3.400948,false,4ebe50de5a8258c1ce7c4b20c69353128f7e5a2594264028b3f71840eee956e1,979b36c68bdf18cf72244efbe87c4d4a567d5ee7c74775071f7b319462007c6f,generated_not_solved
id_train_pbf01_0024,id_train,openfoam_cases/id_train_pbf01_0024,true,,6,4.754019,2.666273,4.722302,1.48911,7.596966,240,19,4.722302,false,d2632564151245fae43a517b9cec9663acdc9794fe07b0e3a415daf406a6ecbc,fb5ab4d5effef980fb24509db6a1da9c38d8821ff20b3248c4633579614e07db,generated_not_solved
id_train_pbf01_0026,id_train,openfoam_cases/id_train_pbf01_0026,true,,6,8.8812,3.676857,5.619526,0.564174,15.251766,240,36,5.619526,false,ef3e3152ac1b736e6951a7def7e0a5e8f56dbbccd7d0a70eb464518db67c07f0,05b48dc21e8891b7a4e1432bef072e5b812e2c014b50c49020dc77c5bf95481a,generated_not_solved
id_train_pbf01_0025,id_train,openfoam_cases/id_train_pbf01_0025,true,,6,7.42495,3.788343,2.361107,0.516499,11.121339,240,30,2.361107,false,6e616f69fe05ddfe4771aef5f7d39a1f65ab96352efa9f72637b89f944890bd1,8b1aaeb8be62c952d20c684859bb31829d040895649e58a5e8d39dec0e3fdbb5,generated_not_solved
id_train_pbf01_0038,id_train,openfoam_cases/id_train_pbf01_0038,true,,5,5.742066,2.141142,2.140001,0.746973,7.758438,240,23,2.140001,false,7972df7cca15cfa3a865e63a68511714d828c4aa0f81428d6fcdb3adf99f712d,9b9d81080902ed5579cf18c368964277f9363db55f1f3032ee97922d00e5e30e,generated_not_solved
id_train_pbf01_0037,id_train,openfoam_cases/id_train_pbf01_0037,true,,5,8.474608,4.663354,4.058208,0.864887,27.144304,240,34,4.058208,false,6793679e22caed572ff388af1300ad2de2799ab70066b5ec59fdaa94f2b89e5a,ce4306f9bfe7dd91bd531912fe220f146761bca82a5074572b677986bbb60b62,generated_not_solved
id_train_pbf01_0036,id_train,openfoam_cases/id_train_pbf01_0036,true,,5,6.950472,4.461315,4.601775,0.434553,18.447579,240,28,4.601775,false,bf5e611e87bea1b25c8f5034cafbb47fa8cc7e1637062fe4b1dd565b9ead7883,aa54a1e18225c32f9b2b73793c6a9d74bc008a00947da631537d9e54e2ec4257,generated_not_solved
id_train_pbf01_0006,id_train,openfoam_cases/id_train_pbf01_0006,true,,6,4.192988,2.804666,5.279282,1.287576,7.907538,240,17,4.192988,true,5229887ba49bdbba131e2625c33796b11d0fa6abb8ba7143f862c44c288204e0,93ef5fd254ba686b147e85dcbf91b4d6a728fce4fdd0f3e21ce28d8989a583ff,generated_not_solved
id_train_pbf01_0007,id_train,openfoam_cases/id_train_pbf01_0007,true,,6,5.501499,3.771747,4.24735,0.929093,5.919911,240,22,4.24735,false,0493d1bb108c3218a6c2105ea6f8a30cc8c200e0c2dc5c67e6f48a3726229467,77a97e536dd1e84644cd64a4698c452c4b8613d4f5f501dc7ae882fea88dfde0,generated_not_solved
id_train_pbf01_0008,id_train,openfoam_cases/id_train_pbf01_0008,true,,6,8.191258,5.577119,3.922009,0.440951,29.318153,240,33,3.922009,false,522b17d9fba1fe03b75c34e1f4ab0feada23e91960096aa85089e275692d3030,a4405c177728e9d13fd7abc52f41b3868ea937b58276ddda3bb08e88c0d6b4e1,generated_not_solved
id_train_pbf01_0003,id_train,openfoam_cases/id_train_pbf01_0003,true,,6,9.414518,3.625642,3.73925,1.483382,13.506018,240,38,3.73925,false,f5672d9cd3149a8876c7081cc48de1195168da5bc886b90ca00985bd3925325b,d23b37c20732fb035eff6c1858502f39a97d746dec28333ab4f599b845ebefd1,generated_not_solved
id_train_pbf01_0005,id_train,openfoam_cases/id_train_pbf01_0005,true,,6,9.00902,3.304935,3.016411,0.615007,9.4983,240,36,3.016411,false,6736feb047fdcb951665888908877ad0001a1ffc74607d554b0e2c76229507f0,01b73088bc1f7fd3f90046c21b4b983280b7809b66af3da85028e5ac2b9f37fc,generated_not_solved
id_train_pbf01_0004,id_train,openfoam_cases/id_train_pbf01_0004,true,,6,5.781444,3.29702,3.279211,1.055809,34.77813,240,23,3.279211,false,622c59b57bf683396c17846b698b4aa988805aeb38c6b7a2ce3f0cb602ee10ea,5cd18519841a0490040a06a45c23864c5ed71ca65cfc8e38b1a253dbc006878b,generated_not_solved
id_train_pbf01_0031,id_train,openfoam_cases/id_train_pbf01_0031,true,,8,7.849625,3.455761,2.965334,1.04555,14.166682,240,31,2.965334,false,a5a1681f0c2cae035d957fac04342ffce4c5e442f84cd75d59271de12b65023e,f5dc0694918486c3c27a21d5de577efebfbe31792828f8cda7c88e79e2d4642e,generated_not_solved
id_train_pbf01_0030,id_train,openfoam_cases/id_train_pbf01_0030,true,,8,5.063257,3.556524,5.362931,0.52612,37.82941,240,20,5.063257,true,4dd188e2595ff68e89dc5a2fcc07a86e39d093c556e54b6b615802585f1ffb2e,b64a86f22ca4986a3667673f93564ffc4f6e3959732fef54a2bff88f85a606ca,generated_not_solved
id_train_pbf01_0032,id_train,openfoam_cases/id_train_pbf01_0032,true,,8,7.585725,3.218061,2.94496,0.666485,40.582317,240,30,2.94496,false,728dda4bfbdb84c9bef9bd300c4368b7fbc9b7e132beb9f2d36b61933a0005b4,c8966075006c3cb0d584d6e7b2e8e5df1a4aa2bb12a4656b8541563e8c79b077,generated_not_solved
id_train_pbf01_0001,id_train,openfoam_cases/id_train_pbf01_0001,true,,5,4.540967,2.443958,2.977114,0.89893,45.108244,240,18,2.977114,false,0bb164258e64f3b2017b21bcbc813dee5e08d0928411883a52552904ac865dd2,aa4ac23a5981da101883510ae2280d472ec4305a51871e12ee1c6408167b49bc,generated_not_solved
id_train_pbf01_0000,id_train,openfoam_cases/id_train_pbf01_0000,true,,5,6.690583,3.108352,3.692413,0.436681,37.13086,240,27,3.692413,false,f3683091a0473c908d2f1fe17133544941ff55f7759db21a9f02cec05a2a48d1,ffe610aee801030cb71e9304e60908e2fa6dc175a687616329dcc711a618903a,generated_not_solved
id_train_pbf01_0002,id_train,openfoam_cases/id_train_pbf01_0002,true,,5,4.68768,2.906504,4.463233,0.201918,42.142041,240,19,4.463233,false,92c9a8f360e7fa9db2fd923733846a0132bb8095ef9e0d65bfb4e341b5eb7e4f,61a393df1d09c7a18f700527b2c44f86c075682b71d5b5c5c3eb3c240cad05b0,generated_not_solved
ood_test_pbf01_0003,ood_test,openfoam_cases/ood_test_pbf01_0003,true,,10,12.261691,5.391041,5.827969,0.452617,14.751775,240,49,5.827969,false,651cb8df0019311e13897276c06a70e14f57c5771938c542f77cdeaac063d5b3,30a409397620b9d311767072cb2fbd3293c1ca89d7088c9540d7188a111426db,generated_not_solved
ood_test_pbf01_0001,ood_test,openfoam_cases/ood_test_pbf01_0001,true,,10,11.568692,2.700866,2.380194,0.559603,48.415296,240,46,2.380194,false,bc0ede2bdceae62c2984044924b69ef2bdf1152ad657f93957a77a32e5daeda6,90b68d05c3a2aa3baab2855c328bd9b8a64a84749043d4e77eb492e849e8426e,generated_not_solved
ood_test_pbf01_0000,ood_test,openfoam_cases/ood_test_pbf01_0000,true,,10,11.929008,3.979136,2.837661,0.426955,49.93467,240,48,2.837661,false,5db86601e79178ed5e35a5d034ca3f1a6789e09bcea8c7c7aa772281c3ea1293,166b5601546ea14ee11c1fddd5b13da38d5e4a4a8ebf728b0198d178d21bf8ee,generated_not_solved
ood_test_pbf01_0002,ood_test,openfoam_cases/ood_test_pbf01_0002,true,,10,12.093453,2.236057,2.045374,0.237277,27.270214,240,48,2.045374,false,7b09f30ecd0fe49dabe21bc272dadc228c802b3a1ac90480ed173ff7923be90a,3fabfccc102f09d9411d2986e020947f8d1f1b92ba82447bedc01fa944313923,generated_not_solved
ood_test_pbf01_0004,ood_test,openfoam_cases/ood_test_pbf01_0004,true,,12,7.9507,4.485708,0.516247,1.171222,11.198677,240,32,0.516247,false,2dd02542bd2ddaa02cfee625a022cf5a2738e2a6930a0b900463aa4368e7d355,afa46146dded6a278af8bc14b71a107bcf033af46fa317624320419c56c2ac49,generated_not_solved
ood_test_pbf01_0007,ood_test,openfoam_cases/ood_test_pbf01_0007,true,,12,7.211683,2.365857,0.898744,1.385794,28.817212,240,29,0.898744,false,aa849c1b8187f4c35efad3292ce195336be8c8bda4edd7e72975e86e04982d69,777a31e7836f3a2cbaaafba1ee8be74ba227948ed31645938982fc7daf60c67f,generated_not_solved
ood_test_pbf01_0006,ood_test,openfoam_cases/ood_test_pbf01_0006,true,,12,4.714835,3.474793,0.72739,0.592071,11.556872,240,19,0.72739,false,ab050d93c1b1842636f3c1f66c7a63c940fe03f30a04356c0c6b3d7993a7f6a1,b55d13a89516f67af8fa939e0363b641598fe214e7a9eecab1a9be796e3d9231,generated_not_solved
ood_test_pbf01_0005,ood_test,openfoam_cases/ood_test_pbf01_0005,true,,12,5.351192,3.788466,0.690693,0.361622,17.285133,240,21,0.690693,false,d814ea90e425aa334bfd457fef9446c3e1bf707be5eebae0513e891f8431928c,10cfdfa2d191a743b80270ffa7e795f07632d1d485766ebf927b643163a21d2d,generated_not_solved
