case_id,pool,h_ch,n_fin,h_fin,d_in,u_in,q_w,geometry_family,solver_status,backfill_round,replacement_for,candidate_index_for_replacement,target_ood_axis,target_distance_bin,target_nearest_id_train_distance,nearest_id_train_distance,temperature_risk_proxy,generation_note
ood_test_pbf04_0000,ood_test,9.488048,10,2.327569,0.531938,1.050282,5.257408,uniform_fins,pending,4,ood_test_0079,0,d_in_low,4,0.87322320,0.84314504,11.76290951,"OOD physical-acquisition backfill matched to dropped case n_fin, OOD axis, and distance quintile"
ood_test_pbf04_0045,ood_test,11.78907,12,5.995073,4.505915,1.358936,27.475486,uniform_fins,pending,4,ood_test_0080,0,h_ch_high,5,1.17946837,1.18469606,6.73061336,"OOD physical-acquisition backfill matched to dropped case n_fin, OOD axis, and distance quintile"
ood_test_pbf04_0005,ood_test,7.209559,3,2.556997,7.27036,0.398908,8.230987,uniform_fins,pending,4,ood_test_0081,0,d_in_high,2,0.67189539,0.69425114,1.07325208,"OOD physical-acquisition backfill matched to dropped case n_fin, OOD axis, and distance quintile"
ood_test_pbf04_0041,ood_test,12.189046,10,2.536577,2.054788,1.158487,40.769555,uniform_fins,pending,4,ood_test_0082,0,h_ch_high,3,0.72618469,0.77357443,21.40857687,"OOD physical-acquisition backfill matched to dropped case n_fin, OOD axis, and distance quintile"
ood_test_pbf04_0003,ood_test,6.807226,12,2.478522,0.72847,1.485577,39.022468,uniform_fins,pending,4,ood_test_0089,0,d_in_low,5,1.16191167,1.20426698,54.08777969,"OOD physical-acquisition backfill matched to dropped case n_fin, OOD axis, and distance quintile"
ood_test_pbf04_0019,ood_test,12.174745,12,4.139998,2.923867,0.672647,40.401524,uniform_fins,pending,4,ood_test_0092,0,h_ch_high,5,1.21232725,1.19869728,30.81372365,"OOD physical-acquisition backfill matched to dropped case n_fin, OOD axis, and distance quintile"
ood_test_pbf04_0004,ood_test,4.317488,3,3.089187,7.063181,0.951187,21.093124,uniform_fins,pending,4,ood_test_0093,0,d_in_high,1,0.61216728,0.62530678,1.92608358,"OOD physical-acquisition backfill matched to dropped case n_fin, OOD axis, and distance quintile"
ood_test_pbf04_0042,ood_test,5.084009,12,3.557853,7.588542,0.30981,45.86761,uniform_fins,pending,4,ood_test_0095,0,d_in_high,5,1.15423005,1.14364883,43.68130733,"OOD physical-acquisition backfill matched to dropped case n_fin, OOD axis, and distance quintile"
ood_test_pbf04_0046,ood_test,11.677386,3,5.951085,2.116974,1.199814,23.299156,uniform_fins,pending,4,ood_test_0096,0,h_ch_high,1,0.57929432,0.53086093,3.43986982,"OOD physical-acquisition backfill matched to dropped case n_fin, OOD axis, and distance quintile"
ood_test_pbf04_0050,ood_test,12.122734,12,4.614687,3.216305,0.434016,29.333129,uniform_fins,pending,4,ood_test_0098,0,h_ch_high,5,1.20257933,1.14225007,31.52003458,"OOD physical-acquisition backfill matched to dropped case n_fin, OOD axis, and distance quintile"
ood_test_pbf04_0001,ood_test,11.899658,10,5.370613,3.492675,0.317694,49.042419,uniform_fins,pending,4,ood_test_0100,0,h_ch_high,4,0.83853571,0.88770215,55.24776429,"OOD physical-acquisition backfill matched to dropped case n_fin, OOD axis, and distance quintile"
ood_test_pbf04_0024,ood_test,9.624493,10,3.805592,7.473101,0.572648,21.63003,uniform_fins,pending,4,ood_test_0103,0,d_in_high,3,0.79188872,0.73745696,6.31798419,"OOD physical-acquisition backfill matched to dropped case n_fin, OOD axis, and distance quintile"
ood_test_pbf04_0051,ood_test,12.093126,12,3.810486,4.072279,0.831357,10.538287,uniform_fins,pending,4,ood_test_0104,0,h_ch_high,5,1.26020624,1.16333889,4.66913250,"OOD physical-acquisition backfill matched to dropped case n_fin, OOD axis, and distance quintile"
ood_test_pbf04_0016,ood_test,11.729363,10,5.637889,5.017939,0.562593,5.741305,uniform_fins,pending,4,ood_test_0106,0,h_ch_high,4,0.89490043,0.89779050,2.54214858,"OOD physical-acquisition backfill matched to dropped case n_fin, OOD axis, and distance quintile"
ood_test_pbf04_0017,ood_test,5.015414,12,2.580417,0.999499,0.771011,18.266702,uniform_fins,pending,4,ood_test_0107,0,d_in_low,4,1.08219856,1.07392430,35.55563709,"OOD physical-acquisition backfill matched to dropped case n_fin, OOD axis, and distance quintile"
ood_test_pbf04_0040,ood_test,11.650095,12,3.804556,3.248632,0.450959,33.989097,uniform_fins,pending,4,ood_test_0110,0,h_ch_high,4,1.11285113,1.10423906,34.80112705,"OOD physical-acquisition backfill matched to dropped case n_fin, OOD axis, and distance quintile"
ood_test_pbf04_0034,ood_test,12.237782,3,3.968265,3.317285,1.068688,48.832096,uniform_fins,pending,4,ood_test_0114,0,h_ch_high,2,0.65157272,0.70573532,5.16538760,"OOD physical-acquisition backfill matched to dropped case n_fin, OOD axis, and distance quintile"
ood_test_pbf04_0049,ood_test,11.728052,12,4.324384,5.721586,0.222921,32.922058,uniform_fins,pending,4,ood_test_0116,0,h_ch_high,5,1.18036155,1.22182292,38.71781337,"OOD physical-acquisition backfill matched to dropped case n_fin, OOD axis, and distance quintile"
ood_test_pbf04_0031,ood_test,11.606599,10,3.080062,3.149856,0.41457,26.286951,uniform_fins,pending,4,ood_test_0118,0,h_ch_high,2,0.69727719,0.70397517,25.16295594,"OOD physical-acquisition backfill matched to dropped case n_fin, OOD axis, and distance quintile"
ood_test_pbf04_0020,ood_test,11.846617,3,3.535139,2.694787,0.631624,43.966907,uniform_fins,pending,4,ood_test_0120,0,h_ch_high,1,0.56230832,0.59243046,9.68666131,"OOD physical-acquisition backfill matched to dropped case n_fin, OOD axis, and distance quintile"
ood_test_pbf04_0023,ood_test,11.713622,12,2.103748,4.356587,1.176455,29.48336,uniform_fins,pending,4,ood_test_0122,0,h_ch_high,4,1.10028708,1.07005009,8.62872292,"OOD physical-acquisition backfill matched to dropped case n_fin, OOD axis, and distance quintile"
ood_test_pbf04_0048,ood_test,11.90617,12,4.500458,5.02747,1.171424,35.854299,uniform_fins,pending,4,ood_test_0134,0,h_ch_high,4,1.13418171,1.11123069,9.13206280,"OOD physical-acquisition backfill matched to dropped case n_fin, OOD axis, and distance quintile"
ood_test_pbf04_0038,ood_test,11.917177,12,4.309088,4.233694,1.027477,40.984834,uniform_fins,pending,4,ood_test_0140,0,h_ch_high,5,1.15393451,1.15399142,14.13262597,"OOD physical-acquisition backfill matched to dropped case n_fin, OOD axis, and distance quintile"
ood_test_pbf04_0036,ood_test,12.199671,10,5.101341,4.48447,0.959593,7.992396,uniform_fins,pending,4,ood_test_0142,0,h_ch_high,4,0.87392682,0.82485511,2.32160758,"OOD physical-acquisition backfill matched to dropped case n_fin, OOD axis, and distance quintile"
ood_test_pbf04_0011,ood_test,9.668772,12,3.136944,0.580096,1.29781,48.918132,uniform_fins,pending,4,ood_test_0143,0,d_in_low,5,1.21995798,1.23377895,97.46532530,"OOD physical-acquisition backfill matched to dropped case n_fin, OOD axis, and distance quintile"
