case_id,pool,case_dir,solver,mesh_cells,residual_U_initial,residual_U_final,residual_p_initial,residual_p_final,residual_T_initial,residual_T_final,flow_converged_reported,iterations_flow,iterations_temperature,scalar_stability_passed,scalar_mean_delta_T_K,scalar_max_delta_T_K,scalar_stability_window_s,scalar_stability_reason,raw_enthalpy_passed,raw_enthalpy_outlet_delta_T_K,raw_enthalpy_expected_delta_T_K,raw_enthalpy_balance_ratio,raw_enthalpy_mass_balance_rel_error,raw_enthalpy_reason,raw_temperature_extrema_passed,raw_temperature_min_T_K,raw_temperature_mean_T_K,raw_temperature_max_T_K,raw_temperature_reason,wall_time_sec,converged,dropped,drop_reason,openfoam_version
id_calibration_0405,id_calibration,openfoam_cases/id_calibration_0405,simpleFoam+thermalEnergyFoam,14104,4.3943448e-07,9.9747286e-09,9.990784e-07,5.7216003e-08,3.1688745e-07,9.0805714e-10,true,3632,5,true,4.526871809437418e-05,0.0005100000000197724,1.0,,true,0.34425232651170745,0.3450418886623306,0.9977116918943258,1.953862857625872e-08,,true,293.14998,302.25599057643217,376.70416,,40.618,true,false,,OpenFOAM-13
id_calibration_0406,id_calibration,openfoam_cases/id_calibration_0406,simpleFoam+thermalEnergyFoam,13900,6.4531396e-06,8.3414568e-09,4.5496268e-05,1.4816649e-07,1.3326168e-05,6.2002605e-10,false,15000,500,true,0.00021541582733811747,0.0030699999999797,1.0,,true,0.13069231077196264,0.08112012383052346,1.6110960462166655,4.0950134504171145e-08,,true,293.14996,296.9788674158273,340.52372,,264.840,false,true,flow solver did not report convergence; flow residuals did not meet convergence contract,OpenFOAM-13
id_calibration_0407,id_calibration,openfoam_cases/id_calibration_0407,simpleFoam+thermalEnergyFoam,10992,5.0792768e-07,9.9683411e-09,9.9586018e-07,5.5052641e-08,2.1645025e-07,5.8684786e-10,true,1787,5,true,1.3153202329014793e-05,0.0005600000000072214,1.0,,true,0.2627091160617283,0.2667340544651444,0.9849102942198853,1.044766652311803e-07,,true,293.14991,297.3614992949418,339.34365,,15.843,true,false,,OpenFOAM-13
id_calibration_0408,id_calibration,openfoam_cases/id_calibration_0408,simpleFoam+thermalEnergyFoam,12790,9.9504474e-07,9.0266927e-09,5.0334664e-07,2.1094039e-08,1.743702e-07,8.3413865e-10,true,1311,5,true,1.3888975762398493e-05,0.0003700000000321779,1.0,,true,0.8023015084550025,0.8023452932347468,0.9999454290065468,2.5747416106670398e-09,,true,293.14999,304.6134259523065,357.01753,,21.691,true,false,,OpenFOAM-13
id_calibration_0409,id_calibration,openfoam_cases/id_calibration_0409,simpleFoam+thermalEnergyFoam,16088,8.8988729e-07,2.4195475e-09,9.9837997e-07,8.4579015e-08,8.1673046e-07,9.0647836e-10,true,2456,4,true,0.00010956240676264057,0.004900000000020555,1.0,,true,0.15943462406812614,0.1594662261822181,0.9998018256602133,1.3851782333663985e-08,,true,293.1499,299.8582086200895,349.10105,,41.586,true,false,,OpenFOAM-13
id_calibration_0410,id_calibration,openfoam_cases/id_calibration_0410,simpleFoam+thermalEnergyFoam,7552,8.5536664e-07,8.6025214e-09,9.9893322e-07,7.080372e-08,2.0078023e-07,8.3222858e-10,true,1361,5,true,9.475635593360273e-06,0.000509999999962929,1.0,,true,0.2551301105282846,0.25518831003555364,0.9997719350574447,2.1695366596560667e-08,,true,293.14999,296.01210245630296,328.67161,,10.316,true,false,,OpenFOAM-13
id_calibration_0411,id_calibration,openfoam_cases/id_calibration_0411,simpleFoam+thermalEnergyFoam,14800,1.7618136e-07,3.6024461e-09,9.9982371e-07,6.0593659e-08,1.5966569e-07,9.1748668e-10,true,8156,5,true,3.108108108111811e-05,0.000509999999962929,1.0,,true,0.16367252407053456,0.16575758886960937,0.9874209994649779,1.0176459396999413e-08,,true,293.14988,299.64873392770266,369.60659,,135.176,true,false,,OpenFOAM-13
id_calibration_0412,id_calibration,openfoam_cases/id_calibration_0412,simpleFoam+thermalEnergyFoam,10500,1.3811949e-07,2.0370488e-09,9.9052507e-07,5.1464787e-08,9.186265e-07,5.1936287e-10,true,1708,4,true,1.6809523809624373e-05,0.002399999999965985,1.0,,true,0.07571698613401168,0.08166297153200858,0.92718872107579,2.958578020232579e-08,,true,293.14999,294.3256861561905,315.85256,,22.019,true,false,,OpenFOAM-13
id_calibration_0413,id_calibration,openfoam_cases/id_calibration_0413,simpleFoam+thermalEnergyFoam,17214,7.9126564e-07,8.9106088e-09,9.9289801e-07,8.2637953e-08,1.8318452e-07,8.086095e-10,true,1989,5,true,6.6358777738698275e-06,0.00015000000001919034,1.0,,true,0.2028619414493278,0.20287892589134163,0.9999162828670389,2.369984149358291e-09,,true,293.14999,299.1559782427094,323.77404,,33.538,true,false,,OpenFOAM-13
id_calibration_0414,id_calibration,openfoam_cases/id_calibration_0414,simpleFoam+thermalEnergyFoam,14696,5.3632956e-07,6.5474375e-09,9.9800179e-07,9.8110098e-08,1.642617e-07,8.4187243e-10,true,2157,5,true,6.827027762922398e-06,0.00013000000001284207,1.0,,true,0.08564646949957933,0.08606848528990983,0.9950967443088024,7.821449225872006e-09,,true,293.14988,295.5617070250408,310.60053,,39.217,true,false,,OpenFOAM-13
id_calibration_0415,id_calibration,openfoam_cases/id_calibration_0415,simpleFoam+thermalEnergyFoam,8072,8.2575684e-07,9.4321775e-09,9.9938137e-07,8.360925e-08,1.9114346e-07,9.4244842e-10,true,1196,5,true,6.295837462973773e-06,0.00020999999998139174,1.0,,true,0.18955793607830174,0.1896076243909089,0.9997379413788513,4.691521428353416e-08,,true,293.14998,295.2187375867195,315.34167,,13.424,true,false,,OpenFOAM-13
id_calibration_0416,id_calibration,openfoam_cases/id_calibration_0416,simpleFoam+thermalEnergyFoam,10480,9.9769775e-07,5.085803e-09,7.4218234e-07,7.7949701e-08,1.7124626e-07,7.674539e-10,true,1658,5,true,8.938931297732211e-06,0.00023000000004458343,1.0,,true,0.13129886672004432,0.13132628562039894,0.9997912154430844,6.666965810758294e-09,,true,293.14997,296.01220672137407,318.12338,,24.273,true,false,,OpenFOAM-13
id_calibration_0417,id_calibration,openfoam_cases/id_calibration_0417,simpleFoam+thermalEnergyFoam,9168,7.205867e-07,4.0909192e-09,9.9746276e-07,9.0384206e-08,1.2513845e-07,7.5101772e-10,true,1662,5,true,8.64856020951867e-06,0.0004500000000007276,1.0,,true,0.292947251139708,0.2930327207873831,0.9997083272903945,1.7164063859332945e-08,,true,293.14998,297.0454819306283,334.95518,,21.181,true,false,,OpenFOAM-13
id_calibration_0418,id_calibration,openfoam_cases/id_calibration_0418,simpleFoam+thermalEnergyFoam,19052,2.4084191e-07,3.9729365e-09,9.9990081e-07,6.7033715e-08,5.5264618e-05,1.5051745e-10,true,12931,500,true,0.002345722758765548,0.038589999999999236,1.0,,true,0.32969626698036336,0.14982441837356256,2.2005509553076985,2.4813718107961426e-08,,true,293.14998,303.8496376548394,393.99109,,307.050,true,false,,OpenFOAM-13
id_calibration_0419,id_calibration,openfoam_cases/id_calibration_0419,simpleFoam+thermalEnergyFoam,15104,1.8987626e-07,3.7625744e-09,9.9574119e-07,8.2265828e-08,1.4850809e-07,9.3121649e-10,true,1779,5,true,1.2742981991665622e-05,0.0003400000000510772,1.0,,true,0.1228732734924165,0.12654492556575173,0.9709853867555719,2.0107046390906933e-08,,true,293.14984,297.05824455707096,330.51593,,24.103,true,false,,OpenFOAM-13
id_calibration_0420,id_calibration,openfoam_cases/id_calibration_0420,simpleFoam+thermalEnergyFoam,12344,9.9688541e-07,1.8870857e-09,5.1070637e-07,6.5191075e-08,8.5936013e-07,9.2078884e-10,true,1879,5,true,9.546743357118652e-05,0.0008500000000140062,1.0,,true,1.316990963829312,1.3172190741093326,0.9998268243419002,9.362955918519555e-08,,true,293.14997,309.6244631359365,417.30051,,31.251,true,false,,OpenFOAM-13
id_calibration_0421,id_calibration,openfoam_cases/id_calibration_0421,simpleFoam+thermalEnergyFoam,14470,3.7081665e-07,5.8310952e-09,9.9888637e-07,6.3907307e-08,1.6879385e-07,7.7781438e-10,true,6593,5,true,2.7183828610907225e-05,0.0003900000000385262,1.0,,true,0.17209421533999603,0.17235240636681518,0.9985019586772137,4.321767708774374e-09,,true,293.1496,299.5629801105736,354.10036,,78.919,true,false,,OpenFOAM-13
id_calibration_0422,id_calibration,openfoam_cases/id_calibration_0422,simpleFoam+thermalEnergyFoam,10680,4.2987226e-05,1.5893332e-08,0.0001600027,1.0022792e-06,2.9956294e-07,9.6363627e-10,false,15000,5,true,3.817415730396475e-06,0.0004500000000007276,1.0,,true,0.22458375996319546,0.24443162864916995,0.9187999163788172,1.0628242834004424e-07,,true,293.14691,295.6060954737828,339.90687,,148.888,false,true,flow solver did not report convergence; flow residuals did not meet convergence contract,OpenFOAM-13
id_calibration_0423,id_calibration,openfoam_cases/id_calibration_0423,simpleFoam+thermalEnergyFoam,17026,1.0647585e-07,2.3214029e-09,9.9572394e-07,8.3899109e-08,5.8586457e-07,8.4025264e-10,true,2943,4,true,2.144484905424328e-05,0.0015300000000024738,1.0,,true,0.06498123418339219,0.07047662107205357,0.9220253921787335,3.926639980253389e-09,,true,293.14998,295.4058814442617,322.07143,,61.102,true,false,,OpenFOAM-13
id_calibration_0424,id_calibration,openfoam_cases/id_calibration_0424,simpleFoam+thermalEnergyFoam,14744,4.8101715e-08,5.7779478e-09,9.8706775e-07,2.3050114e-08,6.5972903e-07,9.5526396e-10,true,2347,4,true,3.486977753670158e-05,0.002369999999984884,1.0,,true,0.0708867478947468,0.0731733677206599,0.9687506548196294,7.1745504074608626e-09,,true,293.14998,295.43688382528484,322.49402,,38.973,true,false,,OpenFOAM-13
id_calibration_0425,id_calibration,openfoam_cases/id_calibration_0425,simpleFoam+thermalEnergyFoam,12064,6.2833663e-08,9.9312513e-09,9.7448767e-07,7.1703954e-08,5.2121248e-07,6.5669366e-10,true,5191,4,true,5.930620026522223e-05,0.0066100000000233194,1.0,,true,0.09919749991280469,0.10645364223830775,0.9318375381721612,1.6145889911030509e-09,,true,293.14999,296.62595522380633,371.59206,,76.119,true,false,,OpenFOAM-13
id_calibration_0426,id_calibration,openfoam_cases/id_calibration_0426,simpleFoam+thermalEnergyFoam,9060,9.9352818e-07,8.8701859e-09,5.4774002e-07,3.4533603e-08,2.7869354e-07,8.9740132e-10,true,1080,5,true,2.09724061809183e-05,0.0005600000000072214,1.0,,true,0.6153687542739021,0.6155200325541592,0.9997542268776707,2.1551323136563445e-08,,true,293.14998,300.32151697792494,346.62489,,13.448,true,false,,OpenFOAM-13
id_calibration_0427,id_calibration,openfoam_cases/id_calibration_0427,simpleFoam+thermalEnergyFoam,11064,8.3071557e-07,8.1972921e-09,9.963441e-07,5.8167904e-08,3.8157648e-07,9.9866949e-10,true,1821,5,true,5.274945770060932e-05,0.0032199999999988904,1.0,,true,0.23992221671966263,0.23996715793466328,0.9998127193096445,1.6546857417130994e-09,,true,293.14993,299.3651771411786,347.79992,,21.112,true,false,,OpenFOAM-13
id_calibration_0428,id_calibration,openfoam_cases/id_calibration_0428,simpleFoam+thermalEnergyFoam,11752,9.9720484e-07,4.5847888e-09,6.2569844e-07,5.3167208e-08,7.8848671e-07,9.3332111e-10,true,1500,4,true,4.920779441787792e-05,0.0048199999999951615,1.0,,true,0.3929010621884004,0.3929312158714948,0.9999232596396609,1.880774908759227e-08,,true,293.14996,301.19196366746087,349.92355,,23.201,true,false,,OpenFOAM-13
id_calibration_0429,id_calibration,openfoam_cases/id_calibration_0429,simpleFoam+thermalEnergyFoam,14552,9.9945663e-07,7.6974802e-09,6.8699667e-07,5.5678102e-08,4.3334055e-07,9.5123146e-10,true,1487,5,true,3.0454233095111738e-05,0.0004900000000134241,1.0,,true,0.8190517489991862,0.8191911400899118,0.9998298430196519,1.5337066104131936e-08,,true,293.14999,302.1430419028312,362.19359,,28.416,true,false,,OpenFOAM-13
id_calibration_0430,id_calibration,openfoam_cases/id_calibration_0430,simpleFoam+thermalEnergyFoam,8432,5.6266575e-07,3.1088915e-09,9.9790862e-07,5.6384396e-08,2.0706313e-07,2.7110358e-10,true,1115,5,true,1.04565939277511e-05,0.0006600000000389628,1.0,,true,0.2549856422477319,0.2550438681053755,0.9997717025777717,4.9489815926873355e-09,,true,293.14999,296.51329063448765,322.3818,,9.955,true,false,,OpenFOAM-13
id_calibration_0431,id_calibration,openfoam_cases/id_calibration_0431,simpleFoam+thermalEnergyFoam,10390,8.8634183e-08,9.9803781e-09,9.8356769e-07,3.6761092e-08,6.5687127e-07,9.940984e-10,true,3433,4,true,7.480943214611821e-05,0.005639999999971224,1.0,,true,0.15330525003577122,0.1610197919888925,0.9520894800705404,6.298835475415744e-09,,true,293.14998,297.7057033455245,356.46788,,44.445,true,false,,OpenFOAM-13
id_calibration_0432,id_calibration,openfoam_cases/id_calibration_0432,simpleFoam+thermalEnergyFoam,19440,9.9956834e-07,7.3639354e-09,9.0183957e-07,9.5670542e-08,8.369025e-07,5.3431288e-10,true,3450,5,true,3.8134773662527005e-05,0.00019000000003188688,1.0,,true,0.31531611687341865,0.3168113577255914,0.9952803432840692,4.031745255123681e-08,,true,293.1499,300.8857457674897,334.83041,,58.940,true,false,,OpenFOAM-13
id_calibration_0433,id_calibration,openfoam_cases/id_calibration_0433,simpleFoam+thermalEnergyFoam,15396,3.9774378e-07,8.415635e-09,9.9783706e-07,8.3759474e-08,1.1148446e-07,8.9084145e-10,true,2420,5,true,1.1964146531627829e-05,0.00035000000002582965,1.0,,true,0.3062640331309012,0.30974302355481287,0.9887681395242273,2.3634517481661412e-08,,true,293.14994,301.51001843076125,355.49136,,35.551,true,false,,OpenFOAM-13
id_calibration_0434,id_calibration,openfoam_cases/id_calibration_0434,simpleFoam+thermalEnergyFoam,13760,2.6266347e-07,5.5212582e-09,9.9754402e-07,5.8340627e-08,3.490636e-07,8.6591244e-10,true,1605,5,true,1.0563953488341896e-05,0.0008100000000013097,1.0,,true,0.10569740020014251,0.11148603160764715,0.9480775185551803,1.2602907963466864e-08,,true,293.14999,295.46502460828486,317.76513,,18.305,true,false,,OpenFOAM-13
id_calibration_0435,id_calibration,openfoam_cases/id_calibration_0435,simpleFoam+thermalEnergyFoam,13968,3.4811686e-07,7.6396537e-09,9.9972483e-07,8.774497e-08,2.5203663e-07,8.3656697e-10,true,6594,5,true,5.160438144316672e-05,0.0005600000000072214,1.0,,true,0.30106185800087815,0.30370740189940604,0.9912891688448076,9.071743571163484e-09,,true,293.14988,302.77025097293813,390.06069,,85.919,true,false,,OpenFOAM-13
id_calibration_0436,id_calibration,openfoam_cases/id_calibration_0436,simpleFoam+thermalEnergyFoam,17100,2.4038068e-07,5.7000414e-09,9.9945276e-07,4.5235808e-08,3.5095581e-07,8.8218446e-10,true,5176,5,true,8.491520467828196e-05,0.0007100000000264117,1.0,,true,0.4563638093377449,0.466751496084546,0.977744716762687,9.505692381653436e-09,,true,293.14998,307.77676392163744,429.84637,,107.279,true,false,,OpenFOAM-13
id_calibration_0437,id_calibration,openfoam_cases/id_calibration_0437,simpleFoam+thermalEnergyFoam,15492,5.9398534e-07,1.8512971e-09,9.9965301e-07,9.7367086e-08,1.3003337e-07,9.0279288e-10,true,3413,5,true,5.142008778734856e-06,8.000000002539309e-05,1.0,,true,0.029500702186908256,0.029518039510697817,0.9994126532765404,9.023038875633656e-09,,true,293.14998,294.4672376600826,305.57989,,76.328,true,false,,OpenFOAM-13
id_calibration_0438,id_calibration,openfoam_cases/id_calibration_0438,simpleFoam+thermalEnergyFoam,22932,5.1611183e-07,7.947048e-09,9.91996e-07,6.2008351e-08,9.6101076e-05,8.7598854e-10,true,3123,500,true,0.005161622623408422,0.059540000000026794,1.0,,true,0.7613175182410714,0.23021504361290537,3.3069842278473653,6.412629704370839e-08,,true,293.14999,316.33642272501305,434.05557,,76.448,true,false,,OpenFOAM-13
id_calibration_0439,id_calibration,openfoam_cases/id_calibration_0439,simpleFoam+thermalEnergyFoam,16696,1.5647039e-07,3.1155798e-09,9.9402841e-07,9.8900793e-08,1.5328896e-07,5.728708e-10,true,2420,5,true,4.727419741242077e-05,0.0005999999999630745,1.0,,true,0.22570839777262108,0.2308682542250317,0.97765021237012,9.421105542319656e-09,,true,293.14993,303.8745658361284,375.39207,,36.797,true,false,,OpenFOAM-13
id_calibration_0440,id_calibration,openfoam_cases/id_calibration_0440,simpleFoam+thermalEnergyFoam,11224,3.8496773e-07,9.0308195e-09,9.9748309e-07,2.4103467e-08,1.8020639e-07,8.9764633e-10,true,1671,5,true,3.0437455452374488e-05,0.0005800000000135697,1.0,,true,0.3949656645224877,0.41403113861735374,0.9539515936928448,4.352850444984502e-08,,true,293.14998,301.3300158704561,394.42267,,23.292,true,false,,OpenFOAM-13
id_calibration_0441,id_calibration,openfoam_cases/id_calibration_0441,simpleFoam+thermalEnergyFoam,12400,9.9532228e-07,9.8618589e-09,5.8125623e-07,2.6280482e-08,5.8629267e-07,9.8463829e-10,true,1766,5,true,3.390564516134616e-05,0.0003399999999942338,1.0,,true,0.5748592915670656,0.5749893600186214,0.9997737898114295,3.7000852337983855e-08,,true,293.14994,300.029594492742,346.37323,,26.756,true,false,,OpenFOAM-13
id_calibration_0442,id_calibration,openfoam_cases/id_calibration_0442,simpleFoam+thermalEnergyFoam,12336,3.1175158e-07,5.3881296e-09,9.9819264e-07,4.8929573e-08,7.7858826e-07,9.2330957e-10,true,2123,4,true,6.512159533083076e-05,0.003780000000006112,1.0,,true,0.12381561981101186,0.12507107325182357,0.9899620798944939,9.964037899920695e-10,,true,293.14994,296.83236083414397,334.7098,,31.744,true,false,,OpenFOAM-13
id_calibration_0443,id_calibration,openfoam_cases/id_calibration_0443,simpleFoam+thermalEnergyFoam,20250,9.9910533e-07,7.4978561e-09,5.5946465e-07,6.7161931e-08,3.0196212e-07,7.9987215e-10,true,2590,5,true,5.447012345686104e-05,0.0008500000000140062,1.0,,true,1.8595294593653762,1.860910509053306,0.9992578634591985,2.4392194987306996e-08,,false,293.14999,344.147790637037,552.85135,raw T_max_K 552.851 above allowed 493.15,66.609,false,true,raw temperature extrema check failed,OpenFOAM-13
id_calibration_0444,id_calibration,openfoam_cases/id_calibration_0444,simpleFoam+thermalEnergyFoam,16288,1.1342968e-07,2.3693159e-09,9.8154404e-07,7.0895639e-08,1.499152e-07,7.8517549e-10,true,1837,5,true,1.2002701375150208e-05,0.00022999999998774,1.0,,true,0.10049854549777137,0.1073934601026123,0.9357976305237491,1.7963312398404637e-08,,true,293.14979,296.20896356213166,328.3782,,24.102,true,false,,OpenFOAM-13
id_calibration_0445,id_calibration,openfoam_cases/id_calibration_0445,simpleFoam+thermalEnergyFoam,10384,1.380912e-07,2.8764758e-09,9.8432807e-07,8.1120998e-08,8.5142609e-07,7.7577487e-10,true,2036,4,true,0.00012760882126342646,0.0062399999999911415,1.0,,true,0.21051710449825123,0.21675519647715585,0.9712205655029725,1.412653874800032e-08,,true,293.14995,299.08400514348995,368.39894,,18.277,true,false,,OpenFOAM-13
id_calibration_0446,id_calibration,openfoam_cases/id_calibration_0446,simpleFoam+thermalEnergyFoam,12700,2.5852648e-07,5.0874265e-09,9.99723e-07,6.0966833e-08,1.263295e-07,9.8529666e-10,true,2461,5,true,2.760629921259731e-05,0.0005899999999883221,1.0,,true,0.20576381729046034,0.2079743555529247,0.9893711017563325,9.085630629276259e-09,,true,293.14992,300.1750733086614,374.85345,,28.386,true,false,,OpenFOAM-13
id_calibration_0447,id_calibration,openfoam_cases/id_calibration_0447,simpleFoam+thermalEnergyFoam,13692,8.4637391e-07,5.7461834e-09,9.978695e-07,4.2219581e-08,5.8354437e-07,5.394021e-10,true,2890,5,true,8.537686240136319e-05,0.0006600000000389628,1.0,,true,1.0884340034430693,1.088710896754764,0.999745668650401,3.2023334592967713e-09,,true,293.14998,315.10352527388255,413.67005,,54.891,true,false,,OpenFOAM-13
id_calibration_0448,id_calibration,openfoam_cases/id_calibration_0448,simpleFoam+thermalEnergyFoam,16458,1.9176327e-07,4.1650727e-09,9.9956886e-07,2.9819851e-08,7.7256906e-07,9.2201107e-10,true,2302,4,true,0.00010064588649896017,0.005940000000009604,1.0,,true,0.2755822246015782,0.2816680993269235,0.9783934540692107,8.015418489830218e-09,,true,293.14999,303.92464258840687,380.12192,,32.041,true,false,,OpenFOAM-13
id_calibration_0449,id_calibration,openfoam_cases/id_calibration_0449,simpleFoam+thermalEnergyFoam,19064,3.3021937e-07,7.7529523e-09,9.9572122e-07,9.7100003e-08,3.6539158e-07,8.3789899e-10,true,2075,5,true,1.2063050776200123e-05,9.999999997489795e-05,1.0,,true,0.06970024004522202,0.07232773225316955,0.9636724099305299,4.401609131868026e-09,,true,293.14987,295.64810579574066,308.21916,,49.570,true,false,,OpenFOAM-13
id_calibration_0450,id_calibration,openfoam_cases/id_calibration_0450,simpleFoam+thermalEnergyFoam,13560,8.9674325e-08,2.0777304e-09,9.9634791e-07,4.9580264e-08,2.4727367e-07,8.7683869e-10,true,2060,5,true,4.671681415935639e-05,0.000680000000045311,1.0,,true,0.2797900314602657,0.2881519636611558,0.9709808252054007,3.98444727945039e-09,,true,293.14999,301.6933618333333,396.39118,,25.751,true,false,,OpenFOAM-13
id_calibration_0451,id_calibration,openfoam_cases/id_calibration_0451,simpleFoam+thermalEnergyFoam,18060,1.4564151e-07,3.5079783e-09,9.9925517e-07,2.848467e-08,2.2447904e-07,9.0939793e-10,true,4080,5,true,5.991805094135887e-05,0.0007100000000264117,1.0,,true,0.239846819280217,0.2535641836030955,0.9459018062884216,5.281763845391999e-09,,true,293.14998,303.22262709468436,398.32458,,55.353,true,false,,OpenFOAM-13
id_calibration_0452,id_calibration,openfoam_cases/id_calibration_0452,simpleFoam+thermalEnergyFoam,18084,1.0464879e-07,3.1532365e-09,9.9895293e-07,9.4422508e-08,1.5106215e-07,5.9460452e-10,true,6550,5,true,5.3309555408267664e-05,0.0007600000000138607,1.0,,true,0.17925538661575047,0.18346656831959524,0.9770465990484491,1.2921193349971401e-08,,true,293.14993,303.26117571223176,408.6167,,99.695,true,false,,OpenFOAM-13
id_calibration_0453,id_calibration,openfoam_cases/id_calibration_0453,simpleFoam+thermalEnergyFoam,12060,8.1782767e-08,9.9513216e-09,9.6602849e-07,1.9903862e-08,4.947955e-07,9.3665792e-10,true,1919,4,true,2.5717247097864747e-05,0.004059999999981301,1.0,,true,0.15358823133072974,0.1658627280254924,0.9259960520311946,1.9832254369795507e-08,,true,293.14997,296.91521290547263,360.3792,,27.226,true,false,,OpenFOAM-13
