case_id,pool,npz_path,fluid_pixels,T_min_K,T_p01_K,T_mean_K,T_p99_K,T_max_K,U_mag_min_m_per_s,U_mag_mean_m_per_s,U_mag_max_m_per_s,T_mean_delta_K,T_outlet_bulk_K,T_outlet_bulk_delta_K,enthalpy_expected_delta_K,enthalpy_balance_ratio,enthalpy_balance_passed,passed,failure_reasons,npz_sha256
id_train_0011,id_train,evidence_pack_tier2_steady/04_predictions/physical_acquisition_fixed_grid_fields/id_train_0011.npz,15952,293.1499938964844,293.1499938964844,294.01629638671875,302.75030517578125,352.6363830566406,3.1632016543881036e-06,0.9229223132133484,1.9712053537368774,0.8662963867187727,293.2494201660156,0.09942016601564774,0.10706331357399283,0.9286109564219417,true,true,,f8e0f2f99c21f396e834e2779eb7942ea028331cf48cf7d7cb4d28c875c17767
id_train_0013,id_train,evidence_pack_tier2_steady/04_predictions/physical_acquisition_fixed_grid_fields/id_train_0013.npz,15544,293.1499938964844,293.1499938964844,298.2839050292969,340.56842041015625,363.5290222167969,1.5049380408527213e-07,0.07904238253831863,0.27943849563598633,5.133905029296898,293.8079528808594,0.6579528808593977,0.6961264389279012,0.9451628957990819,true,true,,04afa4465577b8bca941a0f28c47e48626d979cee38367b4c03976825f65e6ae
id_train_0014,id_train,evidence_pack_tier2_steady/04_predictions/physical_acquisition_fixed_grid_fields/id_train_0014.npz,15104,293.14996337890625,293.1499938964844,293.4548645019531,295.689208984375,314.1413269042969,0.00036704380181618035,1.6389461755752563,5.05565881729126,0.30486450195314774,293.2316589355469,0.08165893554689774,0.0995504005229163,0.8202773180013476,true,true,,f1c4fbec02122d54b5570cb0a81805d35c4ab3bf2d2df2c15502639cec6da44a
id_train_0015,id_train,evidence_pack_tier2_steady/04_predictions/physical_acquisition_fixed_grid_fields/id_train_0015.npz,15880,293.14990234375,293.1499938964844,293.3816223144531,295.7789306640625,309.0524597167969,0.0001696000836091116,1.12369704246521,2.7359225749969482,0.23162231445314774,293.1855773925781,0.03557739257814774,0.0401402145860178,0.8863279119225375,true,true,,d81fea5dafd32fad731648b763ea853c4ce8c7ece8aa47753c631f92aca210fc
id_train_0016,id_train,evidence_pack_tier2_steady/04_predictions/physical_acquisition_fixed_grid_fields/id_train_0016.npz,15760,293.1499938964844,293.1499938964844,294.65814208984375,305.6141662597656,321.0816345214844,5.790802788396832e-07,0.12334105372428894,0.3741644322872162,1.5081420898437727,293.40838623046875,0.25838623046877274,0.2684774911617871,0.9624130103073212,true,true,,c6c1b85938ba7f958ad1275d522af30d9a12d585a67f267d594c5a1b45eb2335
id_train_0017,id_train,evidence_pack_tier2_steady/04_predictions/physical_acquisition_fixed_grid_fields/id_train_0017.npz,15412,293.1499938964844,293.1499938964844,295.0877685546875,307.3438415527344,325.0291442871094,1.2409834198479075e-05,0.11553479731082916,0.3810320198535919,1.9377685546875227,294.0328674316406,0.8828674316406477,0.9310920009130458,0.9482064401529514,true,true,,f93435d1548dfa516813cefb779a031617ee9904e5145a7727e75e3723fecc9d
id_train_0018,id_train,evidence_pack_tier2_steady/04_predictions/physical_acquisition_fixed_grid_fields/id_train_0018.npz,15484,293.1499938964844,293.1499938964844,294.0071105957031,300.32080078125,326.5706481933594,5.815279109810945e-06,0.6635875701904297,1.927994966506958,0.8571105957031477,293.4342346191406,0.28423461914064774,0.3067068102927145,0.9267307069881501,true,true,,9aa889d85b5fd10b63aa73dc77bc4ca4c8b17c23e5de56d476ee18bebaf80b0f
id_train_0019,id_train,evidence_pack_tier2_steady/04_predictions/physical_acquisition_fixed_grid_fields/id_train_0019.npz,15488,293.14990234375,293.14996337890625,293.430908203125,295.41766357421875,300.27490234375,0.0001633063075132668,0.7488023638725281,1.7240748405456543,0.28090820312502274,293.21087646484375,0.06087646484377274,0.0668869621402405,0.9101394785449267,true,true,,bb50e958fafedeae5759410379634ae613e93d2805f4d8c1bbc0d9d8d922ac53
id_train_0020,id_train,evidence_pack_tier2_steady/04_predictions/physical_acquisition_fixed_grid_fields/id_train_0020.npz,15976,293.14996337890625,293.1499938964844,296.4385681152344,319.40924072265625,362.9515380859375,1.0828268386831041e-05,0.19363507628440857,0.5501736998558044,3.2885681152343977,293.6981201171875,0.5481201171875227,0.5808935440621361,0.9435810103079615,true,true,,191206fb1869ed66c46d2c2d307037e5f4e26c0a761f0695ab342d1476ac6fd2
id_train_0021,id_train,evidence_pack_tier2_steady/04_predictions/physical_acquisition_fixed_grid_fields/id_train_0021.npz,15936,293.1499938964844,293.1501159667969,294.4688720703125,306.5225524902344,338.3042907714844,1.176001660496695e-06,0.32548436522483826,1.273565411567688,1.3188720703125227,293.3341064453125,0.18410644531252274,0.1831752778348773,1.0050834779051616,true,true,,e4c01a5589b97cf1f3ac3ab0cc0f4d23a076a70528ae3ec8c90da31f56526f33
id_train_0022,id_train,evidence_pack_tier2_steady/04_predictions/physical_acquisition_fixed_grid_fields/id_train_0022.npz,15952,293.1498718261719,293.14996337890625,293.65533447265625,298.33392333984375,314.0790710449219,7.428123353747651e-05,0.9118362069129944,1.611715316772461,0.5053344726562727,293.2189636230469,0.06896362304689774,0.07530738028404348,0.9157618122789768,true,true,,9ae3891c2a04e4f9f2cea7949245dd23fc41d7c9877c77d4d908799d1434f2f4
id_train_0023,id_train,evidence_pack_tier2_steady/04_predictions/physical_acquisition_fixed_grid_fields/id_train_0023.npz,15616,293.1499328613281,293.1499938964844,294.0424499511719,300.4005126953125,327.9510192871094,3.155280137434602e-05,0.8060702681541443,2.0570924282073975,0.8924499511718977,293.35302734375,0.20302734375002274,0.2234343471103377,0.9086666681992387,true,true,,fb16604f3a346ef84b4f3440d7c45c996eb41a1e8182e01bc05ecf50da683993
id_train_0024,id_train,evidence_pack_tier2_steady/04_predictions/physical_acquisition_fixed_grid_fields/id_train_0024.npz,15232,293.14996337890625,293.1499938964844,293.4777526855469,296.54302978515625,304.6976623535156,8.96424098755233e-05,0.7056776881217957,1.966676115989685,0.32775268554689774,293.2109375,0.06093750000002274,0.06924124735241374,0.8800751333937149,true,true,,6cdbccab886619aa5c15305c2ea43e8f4e2485c42f5b5de149a9c0c8d4f87378
id_train_0026,id_train,evidence_pack_tier2_steady/04_predictions/physical_acquisition_fixed_grid_fields/id_train_0026.npz,16096,293.14996337890625,293.1499938964844,294.6480407714844,308.76202392578125,335.8844299316406,5.327241979102837e-06,0.1743214726448059,0.3363916277885437,1.4980407714843977,293.5248107910156,0.37481079101564774,0.3986817200588207,0.9401253485119632,true,true,,ab8f9ce09f68e20c40afeb475bbc5da0c6d14610f26451ec2c5a289f4699b057
id_train_0027,id_train,evidence_pack_tier2_steady/04_predictions/physical_acquisition_fixed_grid_fields/id_train_0027.npz,15484,293.1499938964844,293.1499938964844,294.45751953125,303.8335266113281,338.4581298828125,6.943399785086513e-05,0.7195006608963013,2.0879592895507812,1.3075195312500227,293.3883972167969,0.23839721679689774,0.27042928564124863,0.8815510355381975,true,true,,bdbaf902ec5cbcc758f78558564bfbbdfe2e98befd0d357340d5f209ed2c53ad
id_train_0028,id_train,evidence_pack_tier2_steady/04_predictions/physical_acquisition_fixed_grid_fields/id_train_0028.npz,15652,293.14996337890625,293.1499938964844,296.7059631347656,321.7621765136719,357.0276794433594,2.487318852217868e-06,0.2437606155872345,0.6237416863441467,3.5559631347656477,293.72528076171875,0.5752807617187727,0.6174459027000688,0.9317103882349702,true,true,,c5ae00e6e141886470a3ae7b37cd5890012f809d386c3a9f52d38595e5a14e18
id_train_0029,id_train,evidence_pack_tier2_steady/04_predictions/physical_acquisition_fixed_grid_fields/id_train_0029.npz,15328,293.1499328613281,293.14996337890625,299.3530578613281,365.23834228515625,389.6389465332031,6.952334956622508e-07,0.12429022043943405,0.3453790247440338,6.203057861328148,293.7120056152344,0.5620056152343977,0.5941636669055608,0.9458767786346748,true,true,,d6e9b0ae07ac7f2d7c7b7aaf05eb5f0ba9580218e759187f639898a8277fbab9
id_train_0031,id_train,evidence_pack_tier2_steady/04_predictions/physical_acquisition_fixed_grid_fields/id_train_0031.npz,15712,293.1499938964844,293.1499938964844,294.0779113769531,301.96429443359375,321.7890319824219,2.5013939648488304e-06,0.23488277196884155,0.7956613302230835,0.9279113769531477,293.4294738769531,0.27947387695314774,0.2952146661562506,0.946680192389996,true,true,,01209eb4f188e9865aa12f33123daf87771d21ffd5041611e3d54d4678f19049
id_train_0032,id_train,evidence_pack_tier2_steady/04_predictions/physical_acquisition_fixed_grid_fields/id_train_0032.npz,15388,293.1499938964844,293.1499938964844,298.95361328125,350.8980712890625,426.8103332519531,1.5377452655229717e-05,0.529930830001831,1.7018769979476929,5.803613281250023,294.9507751464844,1.8007751464843977,0.37233941526293696,4.836380658794166,true,true,,a6450cb9ce617a202ad5e7f0191f22c1225a0e6230cb1c58a4156f79360f9c37
id_train_0033,id_train,evidence_pack_tier2_steady/04_predictions/physical_acquisition_fixed_grid_fields/id_train_0033.npz,15448,293.1499938964844,293.1499938964844,295.0519714355469,308.7752380371094,345.94940185546875,7.022620138741331e-06,0.3557361662387848,1.0974359512329102,1.9019714355468977,293.924072265625,0.7740722656250227,0.8267375989119038,0.9362974015501465,true,true,,c4f2dbeb9bf72ce260752fb63ec0486f0517324c654c8ca3c829b923f2645097
id_train_0034,id_train,evidence_pack_tier2_steady/04_predictions/physical_acquisition_fixed_grid_fields/id_train_0034.npz,15264,293.1499328613281,293.14996337890625,297.8566589355469,343.5242919921875,358.708984375,4.3346776124053576e-07,0.09239429980516434,0.27749213576316833,4.706658935546898,293.63568115234375,0.48568115234377274,0.5161238932875315,0.9410166021382018,true,true,,2048413adc604daafbe78adb534a758257b1188a57a5a82a95e924a4675b36c6
id_train_0035,id_train,evidence_pack_tier2_steady/04_predictions/physical_acquisition_fixed_grid_fields/id_train_0035.npz,15752,293.14996337890625,293.1499938964844,293.64398193359375,300.0977783203125,333.6022644042969,0.0001611287152627483,1.4517542123794556,4.413356781005859,0.49398193359377274,293.2259216308594,0.07592163085939774,0.08930030335008321,0.8501833477738908,true,true,,cd493c2661765cbaf0226ce501bf73734ba8bea4376f3ae38d053860c7ebc03d
id_train_0036,id_train,evidence_pack_tier2_steady/04_predictions/physical_acquisition_fixed_grid_fields/id_train_0036.npz,15864,293.1498107910156,293.1499938964844,294.2832336425781,305.1583251953125,352.172119140625,2.5892127268889453e-06,0.5720974802970886,1.47178316116333,1.1332336425781477,293.3107604980469,0.16076049804689774,0.17050604405486913,0.9428433985317537,true,true,,287288f2ab16c712121e0f1e3c1aa73dafbc2cf03ed3b935e3387930778e0c34
id_train_0037,id_train,evidence_pack_tier2_steady/04_predictions/physical_acquisition_fixed_grid_fields/id_train_0037.npz,15388,293.1499938964844,293.1499938964844,293.6155700683594,297.0694885253906,322.387451171875,0.0007295511895790696,1.5764402151107788,5.1076483726501465,0.46557006835939774,293.26531982421875,0.11531982421877274,0.142186476489028,0.8110463601485444,true,true,,1c0c1f725cca62130a659f1d7e4fb37a9b750f4632020a1dbfe46c4cd729f33b
id_train_0038,id_train,evidence_pack_tier2_steady/04_predictions/physical_acquisition_fixed_grid_fields/id_train_0038.npz,15868,293.14996337890625,293.1499938964844,293.6054382324219,297.62713623046875,318.9748840332031,1.1860659469675738e-05,1.324864387512207,2.5346157550811768,0.45543823242189774,293.23455810546875,0.08455810546877274,0.09441914881478307,0.8955609802694344,true,true,,c7e68ab1a34ed7c18f27eb40082fc0d4ee9e140eb4ac8410865ac986aa99b1cb
id_train_0039,id_train,evidence_pack_tier2_steady/04_predictions/physical_acquisition_fixed_grid_fields/id_train_0039.npz,15248,293.1499938964844,293.1499938964844,293.4704895019531,295.5594177246094,298.3468933105469,7.832306437194347e-05,0.286038339138031,0.801723062992096,0.32048950195314774,293.262451171875,0.11245117187502274,0.12071877448150445,0.9315135309980437,true,true,,763bd6468ae502f937470ad7430a8fd437ed3c133e1cbb192d46811b63e22e34
id_train_0040,id_train,evidence_pack_tier2_steady/04_predictions/physical_acquisition_fixed_grid_fields/id_train_0040.npz,15896,293.14990234375,293.1499938964844,294.1965026855469,303.3992004394531,341.7862854003906,5.8311692555435e-05,0.651556670665741,1.5056166648864746,1.0465026855468977,293.2900695800781,0.14006958007814774,0.1554743891153505,0.9009173850120515,true,true,,521cbeb5c31e426cdf2c0886d7304bee4464a8e4102db64986908084d61ea06b
id_train_0041,id_train,evidence_pack_tier2_steady/04_predictions/physical_acquisition_fixed_grid_fields/id_train_0041.npz,15880,293.14996337890625,293.1499938964844,297.35064697265625,328.53155517578125,381.5660705566406,9.239983569386823e-07,0.12007472664117813,0.31894850730895996,4.200646972656273,294.0351257324219,0.8851257324218977,0.9337271106072512,0.9479490553147316,true,true,,49214d49ddb862692668671f020a8ff44a377cbaa5c34f4fa21188fffa938c59
id_train_0042,id_train,evidence_pack_tier2_steady/04_predictions/physical_acquisition_fixed_grid_fields/id_train_0042.npz,15580,293.14996337890625,293.1499938964844,294.52484130859375,303.7044982910156,332.40911865234375,4.532670209300704e-05,0.574116587638855,1.4687182903289795,1.3748413085937727,293.4194030761719,0.26940307617189774,0.29744434775360434,0.9057259894380804,true,true,,30305207a1852738e800139e22bee2478e0e6095c9fa7645daec66f2d2853d80
id_train_0043,id_train,evidence_pack_tier2_steady/04_predictions/physical_acquisition_fixed_grid_fields/id_train_0043.npz,15688,293.1497497558594,293.1499938964844,294.0393981933594,304.6540222167969,329.6549072265625,1.1066032129747327e-05,1.061927080154419,2.5262272357940674,0.8893981933593977,293.36248779296875,0.21248779296877274,0.23207391626832286,0.915603943715481,true,true,,a2a06a4fdd726b24db141bcb5f7bd43270baf6f9bae7b9a3c73b31ef022b7536
id_train_0044,id_train,evidence_pack_tier2_steady/04_predictions/physical_acquisition_fixed_grid_fields/id_train_0044.npz,15136,293.14996337890625,293.1499938964844,295.7892150878906,335.5589599609375,358.26385498046875,5.731386863772059e-06,0.5773939490318298,1.7558728456497192,2.6392150878906477,293.3453674316406,0.19536743164064774,0.20142219667001537,0.9699399314997691,true,true,,6d55de5f2b317519cf052094e28f6d2a997df42df2291386185b859e57086fe4
id_train_0045,id_train,evidence_pack_tier2_steady/04_predictions/physical_acquisition_fixed_grid_fields/id_train_0045.npz,16016,293.14996337890625,293.1499938964844,293.86676025390625,299.5993347167969,311.5303649902344,5.598813368123956e-05,0.2514404058456421,0.5283198952674866,0.7167602539062727,293.3097229003906,0.15972290039064774,0.16819969924737724,0.9496027704290816,true,true,,a442a23fabbdf0411457488aead4bba39a9d48db5bc8b32d5595803e846f9c36
id_train_0046,id_train,evidence_pack_tier2_steady/04_predictions/physical_acquisition_fixed_grid_fields/id_train_0046.npz,16136,293.1499938964844,293.1499938964844,293.4302062988281,296.2030944824219,311.2508850097656,3.026985950782546e-06,0.9308107495307922,1.5425217151641846,0.28020629882814774,293.18353271484375,0.03353271484377274,0.03605989428682496,0.9299171699464586,true,true,,4fed9d2283b798cc9fa153569d6e64fa56e8fed8750f300c0ab9913af069c4ce
id_train_0047,id_train,evidence_pack_tier2_steady/04_predictions/physical_acquisition_fixed_grid_fields/id_train_0047.npz,15880,293.14996337890625,293.1499938964844,294.5509033203125,307.1055603027344,340.1901550292969,2.7182082703802735e-05,0.6049932837486267,1.1691150665283203,1.4009033203125227,293.34222412109375,0.19222412109377274,0.18631000293889047,1.03174342795122,true,true,,7a8b27c277eb62c5e6df5488eb395fb9b568eab259c091b64b065b9cbcfa475f
id_train_0048,id_train,evidence_pack_tier2_steady/04_predictions/physical_acquisition_fixed_grid_fields/id_train_0048.npz,15616,293.14996337890625,293.1499938964844,293.8402404785156,301.4439697265625,326.36785888671875,7.392284260276938e-06,0.8274765014648438,2.0625808238983154,0.6902404785156477,293.22900390625,0.07900390625002274,0.08526990687933245,0.9265156857954955,true,true,,3be8e05d734cfb6aa0dccf39254a449cfa1739bc6ed471a4082b4a641829b10a
id_train_0049,id_train,evidence_pack_tier2_steady/04_predictions/physical_acquisition_fixed_grid_fields/id_train_0049.npz,15168,293.14996337890625,293.1499938964844,294.6263122558594,313.7195129394531,324.7875061035156,5.433956175693311e-06,0.349630743265152,0.9985510110855103,1.4763122558593977,293.309326171875,0.15932617187502274,0.14820486524268048,1.0750400913905998,true,true,,26608859ee513538c521972d993bfaf2c851a87570c01966da04a6f850e72f98
id_train_0050,id_train,evidence_pack_tier2_steady/04_predictions/physical_acquisition_fixed_grid_fields/id_train_0050.npz,15672,293.1499938964844,293.1499938964844,294.0553894042969,301.4720153808594,330.0775451660156,8.838580833980814e-05,0.4165068566799164,1.472495198249817,0.9053894042968977,293.478271484375,0.32827148437502274,0.35499692846460695,0.9247164075329493,true,true,,eb1312c1d23c8597bab957d30bffdbb67fb0c1cfe129d1308fe5cddad7432640
id_train_0051,id_train,evidence_pack_tier2_steady/04_predictions/physical_acquisition_fixed_grid_fields/id_train_0051.npz,15688,293.1499938964844,293.1499938964844,294.4056701660156,305.3160095214844,361.82794189453125,1.1021851605619304e-05,0.6051848530769348,2.0807557106018066,1.2556701660156477,293.6238098144531,0.47380981445314774,0.5094662303525678,0.9300122092984562,true,true,,2d0e09ec3362b8372a66cccfb598a7920618481d519d650181893f7f08f8f702
id_train_0052,id_train,evidence_pack_tier2_steady/04_predictions/physical_acquisition_fixed_grid_fields/id_train_0052.npz,15376,293.1499938964844,293.1499938964844,295.8046875,318.84515380859375,354.01220703125,1.7148826373158954e-05,0.31481659412384033,1.0642694234848022,2.6546875000000227,293.6959228515625,0.5459228515625227,0.5676127610533191,0.9617874879159756,true,true,,07266971cb08e8b55d4fea6e66ef321a45ec5593cc82a521fc9c6b696ed68ed3
id_train_0053,id_train,evidence_pack_tier2_steady/04_predictions/physical_acquisition_fixed_grid_fields/id_train_0053.npz,15388,293.1499938964844,293.1499938964844,295.9916687011719,328.7195739746094,405.5049133300781,3.373306753928773e-06,0.7032942771911621,2.319382905960083,2.8416687011718977,293.4643249511719,0.31432495117189774,0.32878631869437036,0.9560159085089077,true,true,,5df74c7ca575584d461e081dcec4c7d0981dee9200c7b93ce3097a5445994686
id_train_0054,id_train,evidence_pack_tier2_steady/04_predictions/physical_acquisition_fixed_grid_fields/id_train_0054.npz,15280,293.1499938964844,293.1499938964844,293.4894714355469,297.08038330078125,304.41644287109375,7.083074160618708e-05,0.8193014860153198,2.179173707962036,0.33947143554689774,293.1932678222656,0.04326782226564774,0.048942656589801535,0.8840513629712471,true,true,,bccbb5dd14ce0a6eb35becac6e2c38d3c85ba05c28933930221b45d16655061c
id_train_0055,id_train,evidence_pack_tier2_steady/04_predictions/physical_acquisition_fixed_grid_fields/id_train_0055.npz,15768,293.1499938964844,293.1499938964844,294.1915283203125,300.638671875,318.80810546875,5.743864312535152e-05,0.24069000780582428,0.6998292803764343,1.0415283203125227,293.39056396484375,0.24056396484377274,0.2553094654284212,0.942244598883536,true,true,,2eb1fc18c3fec6fc35e2afdbf9439fd2258e3190f4f6996810a8833705d972fd
id_train_0056,id_train,evidence_pack_tier2_steady/04_predictions/physical_acquisition_fixed_grid_fields/id_train_0056.npz,15688,293.1499938964844,293.1499938964844,293.5629577636719,297.1927185058594,315.5430603027344,7.630047548445873e-06,0.6009640097618103,2.0747852325439453,0.41295776367189774,293.2764892578125,0.12648925781252274,0.1410027500782144,0.8970694383078274,true,true,,a034f9ea2ad7c34dc3efff0d9f20a25bec1ddc04835af52eabd26bddf4f7010c
id_train_0057,id_train,evidence_pack_tier2_steady/04_predictions/physical_acquisition_fixed_grid_fields/id_train_0057.npz,15616,293.1499938964844,293.1499938964844,293.6407470703125,298.5671081542969,306.02984619140625,1.2897043234261218e-05,0.4878227412700653,1.217229962348938,0.49074707031252274,293.2485046386719,0.09850463867189774,0.04498795970739509,2.18957781843362,true,true,,6b87dd296c7ccdccf0d2c04ec62eca9fa433c96463a6929050ac1dabfdac2a25
id_train_0058,id_train,evidence_pack_tier2_steady/04_predictions/physical_acquisition_fixed_grid_fields/id_train_0058.npz,15280,293.1499938964844,293.1499938964844,294.62359619140625,307.8518981933594,349.5768737792969,9.858503290161025e-06,0.4547128975391388,1.7702453136444092,1.4735961914062727,293.5404052734375,0.39040527343752274,0.44070673700019847,0.885861822977639,true,true,,6e3dc5d84253c3b9f2904a594842be8220850f183a8c7530dfb2154351641c08
id_train_0059,id_train,evidence_pack_tier2_steady/04_predictions/physical_acquisition_fixed_grid_fields/id_train_0059.npz,15152,293.14990234375,293.1499938964844,296.20233154296875,343.16253662109375,371.0730895996094,1.7154907254735008e-05,0.6659947633743286,1.9875153303146362,3.0523315429687727,293.3689880371094,0.21898803710939774,0.23085468713214707,0.9485968850354918,true,true,,25479c63502c22d19773531f052c593df8b46604afac66180b7d89aee53d5bb0
id_train_0060,id_train,evidence_pack_tier2_steady/04_predictions/physical_acquisition_fixed_grid_fields/id_train_0060.npz,15968,293.1499328613281,293.14996337890625,293.8524475097656,299.63934326171875,316.21942138671875,7.245912274811417e-05,0.6480391025543213,1.4380658864974976,0.7024475097656477,293.3397216796875,0.18972167968752274,0.20073723518422198,0.9451245032512778,true,true,,5959303ed79e5c232cd844eff9715d30a88fdb8bf26cd09e79c92b49e134081d
id_train_0061,id_train,evidence_pack_tier2_steady/04_predictions/physical_acquisition_fixed_grid_fields/id_train_0061.npz,15776,293.1499938964844,293.1499938964844,297.2138366699219,326.9768981933594,371.96136474609375,1.5483232118640444e-07,0.15581150352954865,0.47327330708503723,4.063836669921898,294.1539306640625,1.0039306640625227,0.4985911402492972,2.0135349046927593,true,true,,76a5f3421c26ffff073e392f773cd218429317b7c63ce5c9c82e71fc41c68912
id_train_0062,id_train,evidence_pack_tier2_steady/04_predictions/physical_acquisition_fixed_grid_fields/id_train_0062.npz,15676,293.14990234375,293.14996337890625,294.0611267089844,301.2070617675781,316.7456359863281,2.2081610950408503e-05,0.4015742838382721,0.9589661359786987,0.9111267089843977,293.2995910644531,0.14959106445314774,0.15899311083283638,0.9408650706282875,true,true,,cee0850c0342cccfcec7bc6390b64b885e556f86725e7272ef9a3da324db7bfc
id_train_0063,id_train,evidence_pack_tier2_steady/04_predictions/physical_acquisition_fixed_grid_fields/id_train_0063.npz,16000,293.1499938964844,293.1499938964844,295.0348205566406,313.6649475097656,350.56304931640625,3.968033979617758e-06,0.4239714741706848,0.7628712058067322,1.8848205566406477,293.4129638671875,0.26296386718752274,0.28352145656734085,0.9274919449529022,true,true,,0d298419a84e2442f1fce3676ba7d97486123c1ad71c547d91024195f0d01916
id_train_0065,id_train,evidence_pack_tier2_steady/04_predictions/physical_acquisition_fixed_grid_fields/id_train_0065.npz,15992,293.14996337890625,293.14996337890625,295.3759460449219,311.1344909667969,340.1873474121094,9.304234481533058e-06,0.17585761845111847,0.5009578466415405,2.2259460449218977,293.5056457519531,0.35564575195314774,0.3752439863732063,0.9477720226525717,true,true,,85d5a60065eba5681076fd1455ced19c5b22bfce89ceba8489b65261121704fc
